course_code,course_title,Semester,Term,Program,Pre-Req,Elective,college
,Elective II (BUSINESS ANALYTICS) ,Eight,Spring-2025,BS Stat & Bus Analy,NA,,CCSIS
STA492,Final Year Project II,Eight,Spring-2025,BS Stat & Bus Analy,STA491,,CCSIS
GSC103,Applied Physics,one,Fall-2021,BE Elec Eng,,,CES
COM117,Functional English ,one,Fall-2021,BE Elec Eng,,,CES
EPE101,Linear Circuit Analysis ,one,Fall-2021,BE Elec Eng,,,CES
CME102,Fundamentals of Computing,one,Fall-2021,BE Elec Eng,,,CES
MTH107,Calculus & Analytical Geometry,one,Fall-2021,BE Elec Eng,,,CES
ELE202,Electronic Workshop Practices,one,Fall-2021,BE Elec Eng,,,CES
MTH204,Linear Algebra ,Two,Spring-2022,BE Elec Eng,MTH107,,CES
REL101,Islamic Studies,Two,Spring-2022,BE Elec Eng,,,CES
COM119,Communication Skills,Two,Spring-2022,BE Elec Eng,,,CES
,Basic Electronics,Two,Spring-2022,BE Elec Eng,,,CES
CME104,Computer Programming & Problem Solving,Two,Spring-2022,BE Elec Eng,,,CES
EPE200,Electrical Network Analysis ,Two,Spring-2022,BE Elec Eng,,,CES
PSC301,Pakistan Studies ,Three,Fall-2022,BE Elec Eng,,,CES
ELE201,Digital Logic Design,Three,Fall-2022,BE Elec Eng,,,CES
CME203,Data Structure & Algorithms,Three,Fall-2022,BE Elec Eng,,,CES
,Complex Variables & Transforms,Three,Fall-2022,BE Elec Eng,,,CES
EPE201,Computer Aided Engineering Designs,Three,Fall-2022,BE Elec Eng,,,CES
ELE200,Electronic Devices and Circuits,Three,Fall-2022,BE Elec Eng,,,CES
,Signals & Systems,Four,Spring-2023,BE Elec Eng,,,CES
MTH215,Differential Equations,Four,Spring-2023,BE Elec Eng,,,CES
COM208,Technical Report Writing,Four,Spring-2023,BE Elec Eng,,,CES
TCE204,Electromagnetic Field Theory ,Four,Spring-2023,BE Elec Eng,,,CES
CME205,Microcontroller & Microprocessor Systems ,Four,Spring-2023,BE Elec Eng,,,CES
EPE302,Electrical Machines ,Five,Fall-2023,BE Elec Eng,,,CES
MTH403,Numerical Analysis ,Five,Fall-2023,BE Elec Eng,,,CES
ELE419,Linear Control Systems ,Five,Fall-2023,BE Elec Eng,,,CES
ELE370,Instrumentation and Measurements,Five,Fall-2023,BE Elec Eng,,,CES
TCE301,Probability Methods in Engineering ,Five,Fall-2023,BE Elec Eng,,,CES
,Elective I,Six,Spring-2024,BE Elec Eng,,,CES
ENG203,Engineering Economics ,Six,Spring-2024,BE Elec Eng,,,CES
TCE201,Communication System,Six,Spring-2024,BE Elec Eng,,,CES
TCE404,Digital Signal Processing,Six,Spring-2024,BE Elec Eng,,,CES
ELE420,Power Electronics,Six,Spring-2024,BE Elec Eng,,,CES
,Elective II ,Seven,Fall-2024,BE Elec Eng,,,CES
,Elective III,Seven,Fall-2024,BE Elec Eng,,,CES
MAN418,Management and Organizational Dynamics ,Seven,Fall-2024,BE Elec Eng,,,CES
ELE450,Senior Design Project I,Seven,Fall-2024,BE Elec Eng,,,CES
IDE402,Renewable Energy Methods ,Seven,Fall-2024,BE Elec Eng,,,CES
,Elective IV,Eight,Spring-2025,BE Elec Eng,,,CES
SSC100,Community Service,Eight,Spring-2025,BE Elec Eng,,,CES
ELE451,Senior Design Project II,Eight,Spring-2025,BE Elec Eng,,,CES
ENT403,Small Business and Entrepreneurship ,Eight,Spring-2025,BE Elec Eng,,,CES
IDE401,Principles of Applied Mechatronics ,Eight,Spring-2025,BE Elec Eng,,,CES
COM103,Functional English I,one,Fall-2021,BS AML,,,CESD
STA101,Quantitative Methods I,one,Fall-2021,BS AML,,,CESD
REL101,Islamic Studies,one,Fall-2021,BS AML,,,CESD
ECO107,Fundamentals of Microeconomics,one,Fall-2021,BS AML,,,CESD
ACC104,Accounting Principles,one,Fall-2021,BS AML,,,CESD
BED101,General Science,one,Fall-2021,BS AML,,,CESD
COM104,Functional English II,Two,Spring-2022,BS AML,,,CESD
STA102,Quantitative Methods II,Two,Spring-2022,BS AML,,,CESD
PSC301,Pakistan Studies,Two,Spring-2022,BS AML,,,CESD
ECO201,Fundamentals of Macroeconomics,Two,Spring-2022,BS AML,,,CESD
ACC205,Intermediary Accounting,Two,Spring-2022,BS AML,,,CESD
LAW105,Mercantile Law,Two,Spring-2022,BS AML,,,CESD
SSC202,Environmental Studies,Three,Fall-2022,BS AML,,,CESD
MAN101,Principle of Management,Three,Fall-2022,BS AML,,,CESD
FIN203,Principles of Business Finance,Three,Fall-2022,BS AML,,,CESD
SSC103,Behavioral Studies,Three,Fall-2022,BS AML,,,CESD
LAW106,Company Law and Secretarial Practices,Three,Fall-2022,BS AML,,,CESD
COM105,Business Communication - AML,Three,Fall-2022,BS AML,,,CESD
ACC208,Cost Accounting,Four,Spring-2023,BS AML,,,CESD
MKT301,Principle of Marketing,Four,Spring-2023,BS AML,,,CESD
FIN204,Theory of Business Finance,Four,Spring-2023,BS AML,,,CESD
MIS402,Computer Concepts and Application,Four,Spring-2023,BS AML,,,CESD
ACC207,Principle of Taxation,Four,Spring-2023,BS AML,,,CESD
SSC401,Business Ethics,Four,Spring-2023,BS AML,,,CESD
ACC309,Auditing 1: Conceptual Foundations of Auditing,Five,Fall-2023,BS AML,,,CESD
LAW202,Banking Laws in Pakistan,Five,Fall-2023,BS AML,,,CESD
ACC310,Management Accounting for Decision making,Five,Fall-2023,BS AML,,,CESD
HRM301,Human Resource Management,Five,Fall-2023,BS AML,,,CESD
ACC311,Financial Reporting,Five,Fall-2023,BS AML,,,CESD
,Introduction to a Foreign Language,Five,Fall-2023,BS AML,,,CESD
ACC315,Auditing-II: The Practice of Auditing,Six,Spring-2024,BS AML,,,CESD
LAW407,Statutory Compliance,Six,Spring-2024,BS AML,,,CESD
LAW302,Intellectual Property Laws,Six,Spring-2024,BS AML,,,CESD
ACC205,Intermediary Financial Reporting,Six,Spring-2024,BS AML,,,CESD
FIN312,Islamic Finance: Principles and Practice,Six,Spring-2024,BS AML,,,CESD
ACC314,Advance Taxation,Six,Spring-2024,BS AML,,,CESD
ACC403,Strategic Performance Measurement and Evaluation,Seven,Fall-2024,BS AML,,,CESD
MAN309,Leadership Journey,Seven,Fall-2024,BS AML,,,CESD
ACC404,Islamic Accounting and Reporting,Seven,Fall-2024,BS AML,,,CESD
ACC406,"Internal Audit, Control, and Governance",Seven,Fall-2024,BS AML,,,CESD
LAW408,Consumer Protection Act & Electronic Crimes Law,Seven,Fall-2024,BS AML,,,CESD
RES401,Research Methodology,Seven,Fall-2024,BS AML,,,CESD
ACC408,Advanced Audit and Assurance,Eight,Spring-2025,BS AML,,,CESD
ACC409,Strategic Financial Reporting,Eight,Spring-2025,BS AML,,,CESD
MAN405,Strategic Management,Eight,Spring-2025,BS AML,,,CESD
FIN405,Applied Business Finance,Eight,Spring-2025,BS AML,,,CESD
ACC407,Final Year Project,Eight,Spring-2025,BS AML,,,CESD
MIS404,Introduction to ERP Systems,Eight,Spring-2025,BS AML,,,CESD
CSC111,Critical Reading & Creative Writing,one,Fall-2021,BS Media Studies,,,CESD
MMM362,History of Filmmaking,one,Fall-2021,BS Media Studies,,,CESD
MMM360,Introduction to Photography,one,Fall-2021,BS Media Studies,,,CESD
LAN112,Urdu I,one,Fall-2021,BS Media Studies,,,CESD
MMM394,Introduction to Creative Arts,one,Fall-2021,BS Media Studies,,,CESD
PSC301,Pakistan Studies,one,Fall-2021,BS Media Studies,,,CESD
MMM363,Design Tools,Two,Spring-2022,BS Media Studies,,,CESD
MMM374,Introduction to Journalism,Two,Spring-2022,BS Media Studies,,,CESD
MMM388,Introduction to Video Production,Two,Spring-2022,BS Media Studies,,,CESD
MMM376,Introduction to Performing Arts,Two,Spring-2022,BS Media Studies,,,CESD
MMM395,Media History - From Cave-paintings to TikTok,Two,Spring-2022,BS Media Studies,,,CESD
MAN305,International Relations,Two,Spring-2022,BS Media Studies,,,CESD
MMM385,Writing for Digital Media,Three,Fall-2022,BS Media Studies,,,CESD
MMM386,Introduction to Podcast & Audio Journalism,Three,Fall-2022,BS Media Studies,,,CESD
MMM405,Cinematography,Three,Fall-2022,BS Media Studies,,,CESD
MMM396,Concept Art - From Art to ‘Akbarnama’,Three,Fall-2022,BS Media Studies,,,CESD
MMM320,Editing & Post Production,Three,Fall-2022,BS Media Studies,,,CESD
LAN113,Urdu II,Three,Fall-2022,BS Media Studies,,,CESD
MMM387,Introduction to 3D Animation & Motion Graphics,Four,Spring-2023,BS Media Studies,,,CESD
MMM354,Introduction to Sound Design,Four,Spring-2023,BS Media Studies,,,CESD
MMM397,Interface Design,Four,Spring-2023,BS Media Studies,,,CESD
MMM312,Introduction to Advertising & PR,Four,Spring-2023,BS Media Studies,,,CESD
MMM344,Screenplay I: Writing & Adapting Stories,Four,Spring-2023,BS Media Studies,,,CESD
MMM367,Digital Journalism,Four,Spring-2023,BS Media Studies,,,CESD
MMM389,UI/UX Design for Interactive Media,Five,Fall-2023,BS Media Studies,,,CESD
MMM332,News Production/ News Anchoring,Five,Fall-2023,BS Media Studies,,,CESD
MMM390,Digital Marketing Basics,Five,Fall-2023,BS Media Studies,,,CESD
MMM398,Social Sciences in Media,Five,Fall-2023,BS Media Studies,,,CESD
MMM396,Production Design,Five,Fall-2023,BS Media Studies,,,CESD
MMM333,Sports Journalism,Five,Fall-2023,BS Media Studies,,,CESD
MMM345,Screenplay II: Screenwriting for Short Films,Five,Fall-2023,BS Media Studies,,,CESD
MMM328,Methods in Media Research,Six,Spring-2024,BS Media Studies,,,CESD
MMM355,Production of Documentary,Six,Spring-2024,BS Media Studies,,,CESD
MMM399,New Media Technologies: Tools & Applications,Six,Spring-2024,BS Media Studies,,,CESD
MMM308,Contemporary World Media,Six,Spring-2024,BS Media Studies,,,CESD
MMM373,Content Creation,Six,Spring-2024,BS Media Studies,,,CESD
MMM351,Production Management,Six,Spring-2024,BS Media Studies,,,CESD
MMM377,Direction,Six,Spring-2024,BS Media Studies,,,CESD
MMM318,Business Journalism ,Six,Spring-2024,BS Media Studies,,,CESD
MMM400,Data Visualization: Tools & Applications,Six,Spring-2024,BS Media Studies,,,CESD
MMM384,Design Thinking,Seven,Fall-2024,BS Media Studies,,,CESD
LAW405,Media Law and Ethics,Seven,Fall-2024,BS Media Studies,,,CESD
MMM316,Sub-Editing & Page Design,Seven,Fall-2024,BS Media Studies,,,CESD
MMM356,Ad-Film Production,Seven,Fall-2024,BS Media Studies,,,CESD
MMM302,Logic & Critical Thinking,Seven,Fall-2024,BS Media Studies,,,CESD
MMM371,Creative Portfolio Management,Seven,Fall-2024,BS Media Studies,,,CESD
ENT403,Entrepreneurship & Small Business,Seven,Fall-2024,BS Media Studies,,,CESD
MMM342,Filmmaking – The Art & Craft: Thesis I,Seven,Fall-2024,BS Media Studies,,,CESD
MMM378,Investigative Journalism: Thesis I,Seven,Fall-2024,BS Media Studies,,,CESD
MMM355,Discovering Film,Eight,Spring-2025,BS Media Studies,,,CESD
MMM336,Human Rights & Gender Reporting,Eight,Spring-2025,BS Media Studies,,,CESD
MMM393,Content Distribution & Promotion,Eight,Spring-2025,BS Media Studies,,,CESD
MMM301,Photojournalism ,Eight,Spring-2025,BS Media Studies,,,CESD
MMM391,Advanced Post Production ,Eight,Spring-2025,BS Media Studies,,,CESD
MMM366,Filmmaking – The Art & Craft: Thesis II ,Eight,Spring-2025,BS Media Studies,,,CESD
MMM392,Investigative Journalism: Thesis II ,Eight,Spring-2025,BS Media Studies,,,CESD
ECO101,Principles of Microeconomics,one,Fall-2021,"BS ECO, Law & IR",,,CESD
REL101,Islamic Studies,one,Fall-2021,"BS ECO, Law & IR",,,CESD
COM101,General English,one,Fall-2021,"BS ECO, Law & IR",,,CESD
PSY300,Introduction to Psychology,one,Fall-2021,"BS ECO, Law & IR",,,CESD
SSC104,Principles of Sociology,one,Fall-2021,"BS ECO, Law & IR",,,CESD
MTH101,College Algebra,one,Fall-2021,"BS ECO, Law & IR",,,CESD
ECO102,Principles of Macroeconomics,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
,Foreign Language-1,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
BED101,General Science,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
COM107,Academic English,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
MTH104,Calculus-1,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
SSC202,Environmental Studies,Two,Spring-2022,"BS ECO, Law & IR",,,CESD
ECO315,Microeconomics Analysis,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
,Foreign Language-2,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
BIR301,Introduction to IR,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
LAW105,Mercantile Law,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
STA301,Models and Inferences,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
MTH100,Mathematical Economics,Three,Fall-2022,"BS ECO, Law & IR",,,CESD
,Macroeconomics Analysis,Four,Spring-2023,"BS ECO, Law & IR",,,CESD
STA302,Methods of Data Analysis,Four,Spring-2023,"BS ECO, Law & IR",,,CESD
PSC301,Pakistan Studies,Four,Spring-2023,"BS ECO, Law & IR",,,CESD
SSC301,History of Ideas,Four,Spring-2023,"BS ECO, Law & IR",,,CESD
MMM374,Introduction to Journalism,Four,Spring-2023,"BS ECO, Law & IR",,,CESD
MTH105,Calculus II,Four,Spring-2023,"BS ECO, Law & IR",MTH104,,CESD
ECO304,Econometrics-1,Five,Fall-2023,"BS ECO, Law & IR",,,CESD
ECO323,Development Economics,Five,Fall-2023,"BS ECO, Law & IR",,,CESD
LAW106,Company Law,Five,Fall-2023,"BS ECO, Law & IR",,,CESD
LAW202,Banking Law in Pakistan,Five,Fall-2023,"BS ECO, Law & IR",,,CESD
BIR303,World Politics,Five,Fall-2023,"BS ECO, Law & IR",,,CESD
BIR305,"Religion, Culture & IR",Five,Fall-2023,"BS ECO, Law & IR",,,CESD
ECO412,Econometrics-2,Six,Spring-2024,"BS ECO, Law & IR",,,CESD
ECO302,International Trade,Six,Spring-2024,"BS ECO, Law & IR",,,CESD
LAW203,Insurance law in Pakistan,Six,Spring-2024,"BS ECO, Law & IR",,,CESD
LAW301,"Intellectual property, Patents and copyright",Six,Spring-2024,"BS ECO, Law & IR",,,CESD
BIR312,Borders in a Globalization World,Six,Spring-2024,"BS ECO, Law & IR",,,CESD
BIR307,Energy Politics,Six,Spring-2024,"BS ECO, Law & IR",,,CESD
ECO307,Monetary Theory & Policy,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
ECO402,Pakistan Economic Policy,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
LAW400,Company Secretarial Practices,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
,Peacebuilding & Conflict Zone,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
,Law Elective-I,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
,IR Elective-I,Seven,Fall-2024,"BS ECO, Law & IR",,,CESD
,Economics Elective-I,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
,Economics Elective-II,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
,Economics Elective-III,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
,Economics Elective-IV,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
,Law Elective-II,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
,IR Elective-II,Eight,Spring-2025,"BS ECO, Law & IR",,,CESD
ECO101,Principles of Microeconomics,one,Fall-2021,"BS ECO, Media & IR",,,CESD
REL101,Islamic Studies,one,Fall-2021,"BS ECO, Media & IR",,,CESD
COM101,General English,one,Fall-2021,"BS ECO, Media & IR",,,CESD
PSY300,Introduction to Psychology,one,Fall-2021,"BS ECO, Media & IR",,,CESD
SSC104,Principles of Sociology,one,Fall-2021,"BS ECO, Media & IR",,,CESD
MTH101,College Algebra,one,Fall-2021,"BS ECO, Media & IR",,,CESD
ECO102,Principles of Macroeconomics,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
,Foreign Language-1,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
BED101,General Science,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
COM107,Academic English,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
MTH104,Calculus-1,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
SSC202,Environmental Studies,Two,Spring-2022,"BS ECO, Media & IR",,,CESD
ECO315,Microeconomics Analysis,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
,Foreign Language-2,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
BIR301,Introduction to IR,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
LAW105,Mercantile Law,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
STA301,Models and Inferences,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
MTH100,Mathematical Economics,Three,Fall-2022,"BS ECO, Media & IR",,,CESD
,Macroeconomics Analysis,Four,Spring-2023,"BS ECO, Media & IR",,,CESD
STA302,Methods of Data Analysis,Four,Spring-2023,"BS ECO, Media & IR",,,CESD
PSC301,Pakistan Studies,Four,Spring-2023,"BS ECO, Media & IR",,,CESD
SSC301,History of Ideas,Four,Spring-2023,"BS ECO, Media & IR",,,CESD
MMM374,Introduction to Journalism,Four,Spring-2023,"BS ECO, Media & IR",,,CESD
MTH105,Calculus II,Four,Spring-2023,"BS ECO, Media & IR",MTH104,,CESD
ECO304,Econometrics-1,Five,Fall-2023,"BS ECO, Media & IR",,,CESD
ECO323,Development Economics,Five,Fall-2023,"BS ECO, Media & IR",,,CESD
MMM395,Media History,Five,Fall-2023,"BS ECO, Media & IR",,,CESD
MMM367,Digital Journalism,Five,Fall-2023,"BS ECO, Media & IR",,,CESD
BIR303,World Politics,Five,Fall-2023,"BS ECO, Media & IR",,,CESD
BIR305,"Religion, Culture & IR",Five,Fall-2023,"BS ECO, Media & IR",,,CESD
ECO412,Econometrics-2,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
ECO302,International Trade,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
MMM318,Business Journalism,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
MMM384,Design Thinking,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
BIR312,Globalization,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
BIR312,Political Geography,Six,Spring-2024,"BS ECO, Media & IR",,,CESD
ECO307,Monetary Theory & Policy,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
ECO402,Pakistan Economic Policy,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
MMM385,Writing for Digital Media,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
,Peacebuilding & Conflict Zone,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
,Media Elective-I,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
,IR Elective-I,Seven,Fall-2024,"BS ECO, Media & IR",,,CESD
,Economics Elective-I,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
,Economics Elective-II,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
,Economics Elective-III,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
,Economics Elective-IV,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
,Media Elective-II,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
,IR Elective-II,Eight,Spring-2025,"BS ECO, Media & IR",,,CESD
COM107,Academic English,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
ACC101,Introduction to Financial Accounting,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
ECO101,Principles of Microeconomics,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
MAN306,Principles of Management,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
PSY300,Introduction to Psychology,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
SSC104,Principles of Sociology,one,Fall-2021,BS J(H) in Bus PSY,,,CESD
ECO102,Principles of Macroeconomics,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
PSC301,Pakistan Studies,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
BED101,General Science,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
MAN302,Organizational Behavior,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
ENT307,Entrepreneurial Leadership and Motivation,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
PSY301,Research Methods in Business Psychology,Two,Spring-2022,BS J(H) in Bus PSY,,,CESD
REL101,Islamic Studies,Three,Fall-2022,BS J(H) in Bus PSY,,,CESD
ACC201,Intermediate Financial Accounting,Three,Fall-2022,BS J(H) in Bus PSY,,,CESD
MKT302,Marketing Management,Three,Fall-2022,BS J(H) in Bus PSY,,,CESD
COM205,Persuasive & Analytical Writing for Business Communication,Three,Fall-2022,BS J(H) in Bus PSY,COM107,,CESD
STA201,Quantitative Business Analysis,Three,Fall-2022,BS J(H) in Bus PSY,,,CESD
PSY303,Introduction to Psychological Testing,Three,Fall-2022,BS J(H) in Bus PSY,,,CESD
COM202,Business and Professional Speech,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
SSC401,Business Ethics,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
PSY305,Contemporary Social Psychology,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
MKT405,Marketing Research,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
PSY304,Experimental Psychology,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
STA202,Quantitative Skills and Managerial Statistics,Four,Spring-2023,BS J(H) in Bus PSY,,,CESD
PSY302,Writing Business Psychology Research,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
PSY309,Developmental Psychology,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
ENT308,Social Advocacy and Community Service,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
PSY308,Psychological Aspects of Advertising,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
,Foreign Language I,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
SSC202,Environmental Studies,Five,Fall-2023,BS J(H) in Bus PSY,,,CESD
PSY306,Understanding Individual: Personal Construct,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
PSY307,Psychology of Organizational Change,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
PSY311,Consumer Psychology,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
ENT202,Entrepreneurial Business Operations,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
LAW409,Corporate and Business Law,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
,Foreign Language II,Six,Spring-2024,BS J(H) in Bus PSY,,,CESD
PSY310,Positive Psychology,Seven,Fall-2024,BS J(H) in Bus PSY,,,CESD
,Elective I,Seven,Fall-2024,BS J(H) in Bus PSY,,,CESD
,Elective II,Seven,Fall-2024,BS J(H) in Bus PSY,,,CESD
,Elective III,Seven,Fall-2024,BS J(H) in Bus PSY,,,CESD
,Elective I,Eight,Spring-2025,BS J(H) in Bus PSY,,,CESD
,Elective II,Eight,Spring-2025,BS J(H) in Bus PSY,,,CESD
,Elective III,Eight,Spring-2025,BS J(H) in Bus PSY,,,CESD
,Internship (Non Credit),Eight,Spring-2025,BS J(H) in Bus PSY,,,CESD
COM101,General English,one,Fall-2021,B.Ed 4Year,,,CESD
REL101,Islamic Studies,one,Fall-2021,B.Ed 4Year,,,CESD
SSC101,Introduction to Psychology,one,Fall-2021,B.Ed 4Year,,,CESD
LAN112,Urdu I,one,Fall-2021,B.Ed 4Year,,,CESD
BED101,General Science,one,Fall-2021,B.Ed 4Year,,,CESD
BED203,Foundation and History of Education,one,Fall-2021,B.Ed 4Year,,,CESD
COM107,Academic English,Two,Spring-2022,B.Ed 4Year,,,CESD
BED110,Introduction to Info. and Communication Technology (ICT),Two,Spring-2022,B.Ed 4Year,,,CESD
BED107,General Mathematics,Two,Spring-2022,B.Ed 4Year,,,CESD
BED103,General Methods and Principles of Teaching,Two,Spring-2022,B.Ed 4Year,,,CESD
PSC301,Pakistan Studies,Two,Spring-2022,B.Ed 4Year,,,CESD
SED102,Philosophy of Education and its Psychological Roots,Two,Spring-2022,B.Ed 4Year,,,CESD
BED206,Educational Psychology,Three,Fall-2022,B.Ed 4Year,,,CESD
BED238,Interpersonal Communication Skills in Educational Setting,Three,Fall-2022,B.Ed 4Year,,,CESD
BED205,Early Childhood Education,Three,Fall-2022,B.Ed 4Year,,,CESD
,Environmental Sciences,Three,Fall-2022,B.Ed 4Year,,,CESD
BED209,English Language Teaching,Three,Fall-2022,B.Ed 4Year,,,CESD
BED211,Teaching of Mathematics,Three,Fall-2022,B.Ed 4Year,,,CESD
BED233,Evaluation and Assessment,Four,Spring-2023,B.Ed 4Year,,,CESD
,Teaching in Early Years,Four,Spring-2023,B.Ed 4Year,,,CESD
BED231,Educational Policy and Economics,Four,Spring-2023,B.Ed 4Year,,,CESD
BED421,Sociology of Education,Four,Spring-2023,B.Ed 4Year,,,CESD
BED201,Teaching of Science,Four,Spring-2023,B.Ed 4Year,,,CESD
BED281,Teaching Practicum – I,Four,Spring-2023,B.Ed 4Year,,,CESD
BED303,Contemporary Issues & Trends in Edu.,Five,Fall-2023,B.Ed 4Year,,,CESD
BED351,Edupreneurship,Five,Fall-2023,B.Ed 4Year,,,CESD
BED341,Teacher Education,Five,Fall-2023,B.Ed 4Year,,,CESD
BED337,Educational Counseling,Five,Fall-2023,B.Ed 4Year,,,CESD
BEd353,Teaching of Social Science Subjects,Five,Fall-2023,B.Ed 4Year,,,CESD
BED381,Teaching Practicum – II,Five,Fall-2023,B.Ed 4Year,,,CESD
BED301,Curriculum Development,Six,Spring-2024,B.Ed 4Year,,,CESD
BED361,Research Methods in Education I (Qualitative),Six,Spring-2024,B.Ed 4Year,,,CESD
BED357,Critical Thinking and Reading,Six,Spring-2024,B.Ed 4Year,,,CESD
SEM103,Ethical Leadership: Islamic Perspective,Six,Spring-2024,B.Ed 4Year,,,CESD
BED359,School Management,Six,Spring-2024,B.Ed 4Year,,,CESD
BED383,Teaching Practicum III,Six,Spring-2024,B.Ed 4Year,,,CESD
BED415,Lifelong Learning,Seven,Fall-2024,B.Ed 4Year,,,CESD
BED362,Research Methods in Education II (Quantitative),Seven,Fall-2024,B.Ed 4Year,,,CESD
,Area of Specialization – I *,Seven,Fall-2024,B.Ed 4Year,,,CESD
,Area of Specialization – II*,Seven,Fall-2024,B.Ed 4Year,,,CESD
,Area of Specialization – III *,Seven,Fall-2024,B.Ed 4Year,,,CESD
BED426,Comparative Education System,Seven,Fall-2024,B.Ed 4Year,,,CESD
BED407,Innovations and Technology in Education,Eight,Spring-2025,B.Ed 4Year,,,CESD
BED405,Inclusive Education,Eight,Spring-2025,B.Ed 4Year,,,CESD
BED491,Research Project (6 credits),Eight,Spring-2025,B.Ed 4Year,,,CESD
BED481,Teaching Practicum IV (6 credits),Eight,Spring-2025,B.Ed 4Year,,,CESD
BED203,Foundations and History of Education,one,Fall-2021,B.Ed 2.5 Year,,,CESD
BED301,Curriculum Development,one,Fall-2021,B.Ed 2.5 Year,,,CESD
BED233,Evaluation & Assessment,one,Fall-2021,B.Ed 2.5 Year,,,CESD
BED407,Innovations and Technology in Education,one,Fall-2021,B.Ed 2.5 Year,,,CESD
BED405,Inclusive Education,Two,Spring-2022,B.Ed 2.5 Year,,,CESD
BED341,Teacher Education,Two,Spring-2022,B.Ed 2.5 Year,,,CESD
BED357,Critical Thinking and Reading,Two,Spring-2022,B.Ed 2.5 Year,,,CESD
BED206,Educational Psychology,Two,Spring-2022,B.Ed 2.5 Year,,,CESD
SED102,Philosophy of Education and its Psychological Roots,Three,Fall-2022,B.Ed 2.5 Year,,,CESD
