course_code,course_title,Semester,Term,Program,Pre-Req,Elective,college
LAN 20**,Foreign Language II,Three,Fall 2024,BS(J) LOG & SC,,,CBM
PSC301,Pakistan Studies,Three,Fall 2024,BS(J) LOG & SC,,,CBM
COM202,Business & Professional Speech,Three,Fall 2024,BS(J) LOG & SC,,,CBM
LOG201,Logistics and Operations Management,Three,Fall 2024,BS(J) LOG & SC,,,CBM
MAN306,Principles of Mgmt. & Org. Behavior,Four,Spring 2025,BS(J) LOG & SC,,,CBM
SCM250,Introduction to ERP Systems,Four,Spring 2025,BS(J) LOG & SC,,,CBM
SCM536,Supply Chain Design,Four,Spring 2025,BS(J) LOG & SC,,,CBM
LOG250,Transportation Techniques and Mgmt.,Four,Spring 2025,BS(J) LOG & SC,,,CBM
FIN201,Fundamentals of Finance,Four,Spring 2025,BS(J) LOG & SC,,,CBM
LOG255,Fundamentals in Logistics Research,Four,Spring 2025,BS(J) LOG & SC,,,CBM
MKT201,Marketing Management (Level 1),Five,Fall 2025,BS(J) LOG & SC,,,CBM
SCM505,Storage and Warehouse Techniques,Five,Fall 2025,BS(J) LOG & SC,,,CBM
SCM537,Supply Chain Analytics,Five,Fall 2025,BS(J) LOG & SC,,,CBM
,Supply Chain Elective I,Five,Fall 2025,BS(J) LOG & SC,,,CBM
,Supply Chain Elective II,Five,Fall 2025,BS(J) LOG & SC,,,CBM
,Supply Chain Elective III,Five,Fall 2025,BS(J) LOG & SC,,,CBM
MAN309,Leadership Journey,Six,Spring 2026,BS(J) LOG & SC,,,CBM
SCM542,Procurement Management,Six,Spring 2026,BS(J) LOG & SC,,,CBM
SCM355,Supply Chain Project Management,Six,Spring 2026,BS(J) LOG & SC,,,CBM
,Supply Chain Elective IV,Six,Spring 2026,BS(J) LOG & SC,,,CBM
,Supply Chain Elective V,Six,Spring 2026,BS(J) LOG & SC,,,CBM
,Supply Chain Elective VI,Six,Spring 2026,BS(J) LOG & SC,,,CBM
ECO402,Pakistan Economic Policy,Seven,Fall 2026,BS(J) LOG & SC,,,CBM
SCM523,Import Export Management,Seven,Fall 2026,BS(J) LOG & SC,,,CBM
LOG410,Distribution Management in Logistics &,Seven,Fall 2026,BS(J) LOG & SC,,,CBM
SCM501,Supply Chain,Seven,Fall 2026,BS(J) LOG & SC,,,CBM
,Logistics Elective I,Seven,Fall 2026,BS(J) LOG & SC,,,CBM
SCM411,Business Research Project (Supply Chain),Seven,Fall 2026,BS(J) LOG & SC,,,CBM
,Logistics Elective III,Eight,Spring 2027,BS(J) LOG & SC,,,CBM
,Logistics Elective IV,Eight,Spring 2027,BS(J) LOG & SC,,,CBM
,Logistics Elective V,Eight,Spring 2027,BS(J) LOG & SC,,,CBM
,Logistics Elective VI,Eight,Spring 2027,BS(J) LOG & SC,,,CBM
,Strategic Management,Eight,Spring 2027,BS(J) LOG & SC,,,CBM
,Business Research Project (Logistics),Eight,Spring 2027,BS(J) LOG & SC,,,CBM
COM107,Academic English,One,Fall 2023,BS(J) AML,,,CBM
MTH102,Business Mathematics,One,Fall 2023,BS(J) AML,,,CBM
REL101,Islamic Studies,One,Fall 2023,BS(J) AML,,,CBM
ECO107,Fundamentals of Microeconomics,One,Fall 2023,BS(J) AML,,,CBM
ACC104,Accounting Principles,One,Fall 2023,BS(J) AML,,,CBM
LAW105,Mercantile Law,One,Fall 2023,BS(J) AML,,,CBM
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring 2024,BS(J) AML,,,CBM
STA104,Quantitative Techniques in Business,Two,Spring 2024,BS(J) AML,,,CBM
PSC301,Pakistan Studies,Two,Spring 2024,BS(J) AML,,,CBM
ECO201,Fundamentals of Macroeconomics,Two,Spring 2024,BS(J) AML,,,CBM
ACC205,Intermediary Accounting,Two,Spring 2024,BS(J) AML,,,CBM
MAN306,Introduction to Management & Organization Behavior,Two,Spring 2024,BS(J) AML,,,CBM
SSC202,Environmental Studies,Three,Fall 2024,BS(J) AML,,,CBM
MAN306,Introduction to Management & Organizational Behavior,Three,Fall 2024,BS(J) AML,,,CBM
FIN203,Principles of Business Finance,Three,Fall 2024,BS(J) AML,,,CBM
SSC103,Behavioral Studies,Three,Fall 2024,BS(J) AML,,,CBM
LAW106,Company Law and Secretarial Practices,Three,Fall 2024,BS(J) AML,,,CBM
COM202,Business & Professional Speech,Three,Fall 2024,BS(J) AML,,,CBM
ACC208,Cost Accounting,Four,Spring 2025,BS(J) AML,,,CBM
MKT201,Principle of Marketing,Four,Spring 2025,BS(J) AML,,,CBM
FIN204,Theory of Business Finance,Four,Spring 2025,BS(J) AML,,,CBM
MIS402,Computer Concepts and Application,Four,Spring 2025,BS(J) AML,,,CBM
ACC207,Principle of Taxation,Four,Spring 2025,BS(J) AML,,,CBM
SSC401,Business Ethics,Four,Spring 2025,BS(J) AML,,,CBM
ACC309,Auditing 1: Conceptual Foundations of Auditing Banking,Five,Fall 2025,BS(J) AML,,,CBM
LAW202,Laws in Pakistan,Five,Fall 2025,BS(J) AML,,,CBM
ACC310,Management Accounting for Decision making,Five,Fall 2025,BS(J) AML,,,CBM
HRM301,Human Resource Management,Five,Fall 2025,BS(J) AML,,,CBM
ACC311,Financial Reporting,Five,Fall 2025,BS(J) AML,,,CBM
,Introduction to a Foreign Language,Five,Fall 2025,BS(J) AML,,,CBM
ACC315,Auditing-II: The Practice of Auditing,Six,Spring 2026,BS(J) AML,,,CBM
LAW407,Statutory Compliance,Six,Spring 2026,BS(J) AML,,,CBM
LAW302,Intellectual Property Laws,Six,Spring 2026,BS(J) AML,,,CBM
ACC313,Intermediary Financial Reporting,Six,Spring 2026,BS(J) AML,,,CBM
FIN312,Islamic Finance: Principles and Practice,Six,Spring 2026,BS(J) AML,,,CBM
ACC314,Advance Taxation,Six,Spring 2026,BS(J) AML,,,CBM
ACC403,Strategic Performance Measurement and evaluation,Seven,Fall 2026,BS(J) AML,,,CBM
MAN309,Leadership Journey,Seven,Fall 2026,BS(J) AML,,,CBM
ACC404,Islamic Accounting and Reporting,Seven,Fall 2026,BS(J) AML,,,CBM
ACC406,"Internal Audit, Control, and governance",Seven,Fall 2026,BS(J) AML,,,CBM
LAW408,Consumer Protection Act & Electronic Crimes Law,Seven,Fall 2026,BS(J) AML,,,CBM
RES401,Research Methodology,Seven,Fall 2026,BS(J) AML,,,CBM
ACC408,Advance Audit and Assurance,Eight,Spring 2027,BS(J) AML,,,CBM
ACC409,Strategic Financial Reporting,Eight,Spring 2027,BS(J) AML,,,CBM
MAN405,Strategic Management,Eight,Spring 2027,BS(J) AML,,,CBM
FIN405,Applied Business Finance,Eight,Spring 2027,BS(J) AML,,,CBM
ACC407,Final Year Project,Eight,Spring 2027,BS(J) AML,,,CBM
SCM250,Introduction to ERP Systems,Eight,Spring 2027,BS(J) AML,,,CBM
COM107,Academic English ,One,Fall 2023,BS ACT S& RM,,,CCSIS
ECO101,Principles of Microeconomics,One,Fall 2023,BS ACT S& RM,,,CCSIS
STA203,Probability Theory and Statistics,One,Fall 2023,BS ACT S& RM,,,CCSIS
MTH104,Calculus I,One,Fall 2023,BS ACT S& RM,,,CCSIS
REL101,Islamic Studies,One,Fall 2023,BS ACT S& RM,,,CCSIS
ARM201,Introduction to Actuarial Science,One,Fall 2023,BS ACT S& RM,,,CCSIS
ACC101,Introduction to Financial Accounting,Two,Spring 2024,BS ACT S& RM,,,CCSIS
