course_code,course_title,Semester,Term,Program,Pre-Req,Elective,college
STA205,Probability Theory and Statistics II,Two,Spring 2024,BS ACT S& RM,,,CCSIS
ECO102,Principles of Macroeconomics,Two,Spring 2024,BS ACT S& RM,,,CCSIS
LAN 10*,Foreign Language I,Two,Spring 2024,BS ACT S& RM,,,CCSIS
MKT301,Principles of Marketing,Two,Spring 2024,BS ACT S& RM,,,CCSIS
MTH204,Linear Algebra,Two,Spring 2024,BS ACT S& RM,,,CCSIS
FIN201,Introduction to Business Finance,Two,Spring 2024,BS ACT S& RM,,,CCSIS
MKT301,Principles of Marketing,Three,Fall 2024,BS ACT S& RM,,,CCSIS
MTH204,Linear Algebra,Three,Fall 2024,BS ACT S& RM,,,CCSIS
STA301,Model and Inferences,Three,Fall 2024,BS ACT S& RM,,,CCSIS
FIN201,Introduction to Business Finance,Three,Fall 2024,BS ACT S& RM,,,CCSIS
COM205,Persuasive & Analytical Writing for Bus. Com.,Three,Fall 2024,BS ACT S& RM,COM107,,CCSIS
MTH210,Financial Mathematics II,Three,Fall 2024,BS ACT S& RM,,,CCSIS
MTS663,Numerical Computing,Four,Spring 2025,BS ACT S& RM,,,CCSIS
LAW409,Business Law,Four,Spring 2025,BS ACT S& RM,,,CCSIS
ECO304,Introduction to Econometrics,Four,Spring 2025,BS ACT S& RM,,,CCSIS
MAN101,Principles of Management,Four,Spring 2025,BS ACT S& RM,,,CCSIS
PSC301,Pakistan Studies,Four,Spring 2025,BS ACT S& RM,,,CCSIS
STA302,Method of Data Analysis,Four,Spring 2025,BS ACT S& RM,,,CCSIS
FIN509,Financial Derivatives,Five,Fall 2025,BS ACT S& RM,,,CCSIS
MTH211,Actuarial Mathematics,Five,Fall 2025,BS ACT S& RM,,,CCSIS
FRM201,Principles of Risk Management,Five,Fall 2025,BS ACT S& RM,,,CCSIS
MSS649,Stochastic Processes,Five,Fall 2025,BS ACT S& RM,,,CCSIS
FIN406,Financial Econometrics,Five,Fall 2025,BS ACT S& RM,,,CCSIS
FIN503,Corporate Finance,Five,Fall 2025,BS ACT S& RM,,,CCSIS
FIN507,Portfolio Management,Six,Spring 2026,BS ACT S& RM,,,CCSIS
FRM202,Life and Other Contingencies,Six,Spring 2026,BS ACT S& RM,,,CCSIS
INM407,Enterprise Risk Management,Six,Spring 2026,BS ACT S& RM,,,CCSIS
STA210,Sampling Theory,Six,Spring 2026,BS ACT S& RM,,,CCSIS
ARM601,Models in Financial Economics I,Six,Spring 2026,BS ACT S& RM,,,CCSIS
MKT404,Methods in Business Research,Six,Spring 2026,BS ACT S& RM,,,CCSIS
FRM206,Institutional Investments,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
ARM602,Models in Financial Economics II,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
STA305,Applied Regression Analysis,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
FRM302,Computational Methods in Risk Mgmt.,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
STA309,Loss Models I,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
,Elective I,Seven,Fall 2026,BS ACT S& RM,,,CCSIS
STA307,Decision Theory,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
STA310,Loss Models II,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
FRM304,Risk Financing Techniques,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
BDS411,Time Series Analysis & Forecasting,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
FRM310,Project,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
,Elective II,Eight,Spring 2027,BS ACT S& RM,,,CCSIS
REL101,Islamic studies ,One ,Fall 2023,BS MTH & ECO,,,CCSIS
PHY111,Applied Physics ,One ,Fall 2023,BS MTH & ECO,,,CCSIS
ECO101,Principles of Microeconomics,One ,Fall 2023,BS MTH & ECO,,,CCSIS
MTH104,Calculus I ,One ,Fall 2023,BS MTH & ECO,,,CCSIS
CSC113,Programming Fundamentals ,One ,Fall 2023,BS MTH & ECO,,,CCSIS
COM107,Academic English ,One ,Fall 2023,BS MTH & ECO,,,CCSIS
COM205,Persuasive. & Analytical Writing for Business Communication,Two,Spring 2024,BS MTH & ECO,,,CCSIS
MTH104,Probability theory & Statistics,Two,Spring 2024,BS MTH & ECO,,,CCSIS
ECO102,Principles of Macroeconomics,Two,Spring 2024,BS MTH & ECO,,,CCSIS
,Foreign Language I,Two,Spring 2024,BS MTH & ECO,,,CCSIS
CSS113,Object Oriented Programming ,Two,Spring 2024,BS MTH & ECO, CSS113,,CCSIS
MTH105,Calculus II ,Two,Spring 2024,BS MTH & ECO,,,CCSIS
ECO102,Managerial Economics ,Three,Fall 2024,BS MTH & ECO," ECO101, ECO102",,CCSIS
MTH224,Multivariable Calculus ,Three,Fall 2024,BS MTH & ECO,,,CCSIS
CSC213,Data Structure and Algorithms ,Three,Fall 2024,BS MTH & ECO, CSC213,,CCSIS
ECO102,Model and inference,Three,Fall 2024,BS MTH & ECO, STA203,,CCSIS
MTH203,Introduction to Formal Mathematics ,Three,Fall 2024,BS MTH & ECO,,,CCSIS
STA301,Business and Professional Speech ,Three,Fall 2024,BS MTH & ECO, COM202,,CCSIS
PSC301,Pakistan Studies ,Four,Spring 2025,BS MTH & ECO,,,CCSIS
ECO316,Macroeconomics Analysis,Four,Spring 2025,BS MTH & ECO,ECO102,,CCSIS
STA302,Methods of Data Analysis ,Four,Spring 2025,BS MTH & ECO,STA301,,CCSIS
MTH303,Real Analysis I ,Four,Spring 2025,BS MTH & ECO,MTH203,,CCSIS
MTH204,Linear Algebra ,Four,Spring 2025,BS MTH & ECO,,,CCSIS
ECO 101,Topics in Mathematical Economics ,Four,Spring 2025,BS MTH & ECO,"MTH104, ECO 101",,CCSIS
ECO323,Development Economics ,Five,Fall 2025,BS MTH & ECO,ECO103 & ECO316,,CCSIS
ECO302,International Trade ,Five,Fall 2025,BS MTH & ECO,ECO103 & ECO316,,CCSIS
MTH304,Real Analysis II ,Five,Fall 2025,BS MTH & ECO,MTH301,,CCSIS
SSC202,Environmental Studies ,Five,Fall 2025,BS MTH & ECO,,,CCSIS
MTH344,Ordinary Differential Equations ,Five,Fall 2025,BS MTH & ECO,MTH224,,CCSIS
SSC301,History of Ideas ,Five,Fall 2025,BS MTH & ECO,,,CCSIS
MTH403,Numerical Analysis ,Six,Spring 2026,BS MTH & ECO,"MTH105, MTH204 & MTH344",,CCSIS
MTH401,Complex Analysis ,Six,Spring 2026,BS MTH & ECO, MTH303 & MTH304,,CCSIS
ECO304,Econometrics I ,Six,Spring 2026,BS MTH & ECO,STA301,,CCSIS
ECO303,Financial Economics ,Six,Spring 2026,BS MTH & ECO,ECO102,,CCSIS
MTH346,Partial Differential Equations ,Six,Spring 2026,BS MTH & ECO, MTH 344,,CCSIS
,Monetary theory & Policy ,Six,Spring 2026,BS MTH & ECO,ECO316,,CCSIS
ECO412,Econometrics II ,Seven,Fall 2026,BS MTH & ECO, ECO304,,CCSIS
MTH433,Optimization Techniques ,Seven,Fall 2026,BS MTH & ECO,,,CCSIS
,Economics Elective I ,Seven,Fall 2026,BS MTH & ECO,,,CCSIS
MTH427,Topology,Seven,Fall 2026,BS MTH & ECO,,,CCSIS
MTH***,Mathematics Elective I ,Seven,Fall 2026,BS MTH & ECO,,,CCSIS
CSC492,Final Year Project I ,Seven,Fall 2026,BS MTH & ECO,,,CCSIS
FIN***,Pakistan Economic Policy,Eight,Spring 2027,BS MTH & ECO,,,CCSIS
STA303,Time Series Analysis ,Eight,Spring 2027,BS MTH & ECO, STA302,,CCSIS
MTH***,Economics Elective II ,Eight,Spring 2027,BS MTH & ECO,,,CCSIS
MTH***,Mathematics Elective II ,Eight,Spring 2027,BS MTH & ECO,,,CCSIS
,Mathematics Elective II ,Eight,Spring 2027,BS MTH & ECO,,,CCSIS
REL101,Islamic studies ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
COM107,Academic English ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
ECO101,Principles of Microeconomics ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
MTH104,Calculus I ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
PHY111,Applied Physics ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
CSC113,Programming Fundamentals ,One ,Fall 2023,BS MTH & COM FIN,,,CCSIS
STA203,Probability Theory and Statistics ,Two,Spring 2024,BS MTH & COM FIN,MTH102,,CCSIS
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring 2024,BS MTH & COM FIN,COM107,,CCSIS
ECO102,Principles of Macroeconomics ,Two,Spring 2024,BS MTH & COM FIN,,,CCSIS
MTH105,Calculus II ,Two,Spring 2024,BS MTH & COM FIN,MTH102,,CCSIS
SSC202,Environmental Studies ,Two,Spring 2024,BS MTH & COM FIN,,,CCSIS
CSC213,Object Oriented Programming ,Two,Spring 2024,BS MTH & COM FIN,CSS113,,CCSIS
FIN201,Introduction to Business Finance ,Three,Fall 2024,BS MTH & COM FIN,ACC201,,CCSIS
MTH203,Introduction to Formal Mathematics ,Three,Fall 2024,BS MTH & COM FIN,,,CCSIS
STA301,Model and Inference ,Three,Fall 2024,BS MTH & COM FIN,STA203,,CCSIS
MTH224,Multivariable Calculus ,Three,Fall 2024,BS MTH & COM FIN,MTH106,,CCSIS
COM202,Business and Professional Speech ,Three,Fall 2024,BS MTH & COM FIN, COM107,,CCSIS
CSC215,Data Structure and Algorithms ,Three,Fall 2024,BS MTH & COM FIN,CSC213,,CCSIS
FIN202,Financial Management ,Four,Spring 2025,BS MTH & COM FIN,MCF201,,CCSIS
MTH303,Real Analysis I ,Four,Spring 2025,BS MTH & COM FIN,MTH203,,CCSIS
STA207,Qualitative Data Analysis ,Four,Spring 2025,BS MTH & COM FIN,STA301,,CCSIS
MTH204,Linear Algebra ,Four,Spring 2025,BS MTH & COM FIN,,,CCSIS
LAN 10*,Foreign Language I ,Four,Spring 2025,BS MTH & COM FIN,,,CCSIS
PSC301,Pakistan Studies ,Four,Spring 2025,BS MTH & COM FIN,,,CCSIS
FRM201,Principal of Risk Management ,Five,Fall 2025,BS MTH & COM FIN,,,CCSIS
MTH304,Real Analysis II ,Five,Fall 2025,BS MTH & COM FIN, MTH301,,CCSIS
STA304,Quantitative Data Analysis ,Five,Fall 2025,BS MTH & COM FIN,STA301,,CCSIS
STA306,Applied  Econometrics,Five,Fall 2025,BS MTH & COM FIN,STA301,,CCSIS
MTH346,Introduction to Differential Equations ,Five,Fall 2025,BS MTH & COM FIN,MTH224,,CCSIS
FIN613,Financial Modeling ,Five,Fall 2025,BS MTH & COM FIN, MCF202,,CCSIS
MTH403,Numerical Analysis ,Six,Spring 2026,BS MTH & COM FIN," MTH105, MTH204 & MTH344",,CCSIS
,Probability and Measure Theory ,Six,Spring 2026,BS MTH & COM FIN,MTH304,,CCSIS
MTH309,Stochastic Pr ocess,Six,Spring 2026,BS MTH & COM FIN,MTH304,,CCSIS
FIN503,Corporate Finance,Six,Spring 2026,BS MTH & COM FIN,MCF202,,CCSIS
FIN509,Financial Derivatives ,Six,Spring 2026,BS MTH & COM FIN,MCF202,,CCSIS
SSC301,History of Ideas ,Six,Spring 2026,BS MTH & COM FIN,,,CCSIS
FRM401,Advance Financial Risk Management ,Seven,Fall 2026,BS MTH & COM FIN,FRM201,,CCSIS
MTH310,Discrete Time Finance ,Seven,Fall 2026,BS MTH & COM FIN,STA309,,CCSIS
FIN***,Finance Elective I ,Seven,Fall 2026,BS MTH & COM FIN,,,CCSIS
MTH***,Mathematics Elective I ,Seven,Fall 2026,BS MTH & COM FIN,,,CCSIS
MTH346,Partial Differential Equations ,Seven,Fall 2026,BS MTH & COM FIN,MTH344,,CCSIS
,Computational Finance Project I ,Seven,Fall 2026,BS MTH & COM FIN,,,CCSIS
FIN***,Fintech ,Eight,Spring 2027,BS MTH & COM FIN,MCF201 & MCF202,,CCSIS
MTH410,Continuous Time Finance ,Eight,Spring 2027,BS MTH & COM FIN,MTH310,,CCSIS
FIN***,Finance Elective II ,Eight,Spring 2027,BS MTH & COM FIN,,,CCSIS
MTH***,Mathematics Elective II ,Eight,Spring 2027,BS MTH & COM FIN,,,CCSIS
,Computational Finance Project II ,Eight,Spring 2027,BS MTH & COM FIN,,,CCSIS
REL101,Islamic Studies ,One ,Fall 2023,BS STA & BUS. ANAL,,,CCSIS
MTH100,Mathematics for Business ,One ,Fall 2023,BS STA & BUS. ANAL,,,CCSIS
MAN101,Principles of Management ,One ,Fall 2023,BS STA & BUS. ANAL,,,CCSIS
ECOXXX,Introduction to Micro and Macroeconomics ,One ,Fall 2023,BS STA & BUS. ANAL,ECO102,,CCSIS
STA203,Probability Theory and Statistics I ,One ,Fall 2023,BS STA & BUS. ANAL,,,CCSIS
COM107,Academic English  ,One ,Fall 2023,BS STA & BUS. ANAL,,,CCSIS
COM205,Persuasive and Analytical Writing for Bus. Comm.,Two,Spring 2024,BS STA & BUS. ANAL,COM107,,CCSIS
PSC301,Pakistan Studies ,Two,Spring 2024,BS STA & BUS. ANAL,,,CCSIS
,Calculus I,Two,Spring 2024,BS STA & BUS. ANAL,,,CCSIS
STA205,Probability Theory and Statistics II ,Two,Spring 2024,BS STA & BUS. ANAL,STA203,,CCSIS
MKT301,Principles of Marketing ,Two,Spring 2024,BS STA & BUS. ANAL,,,CCSIS
LAN 10*,Foreign Language I ,Two,Spring 2024,BS STA & BUS. ANAL,,,CCSIS
MIS401,Computer Applications ,Three,Fall 2024,BS STA & BUS. ANAL,,,CCSIS
ECO103,Intermediate Micro and Macroeconomics ,Three,Fall 2024,BS STA & BUS. ANAL,,,CCSIS
MTH105,Calculus II ,Three,Fall 2024,BS STA & BUS. ANAL,MTH104,,CCSIS
ACC101,Introduction to Financial Accounting ,Three,Fall 2024,BS STA & BUS. ANAL,,,CCSIS
STA301,Model and Inferences ,Three,Fall 2024,BS STA & BUS. ANAL,STA205,,CCSIS
COM202,Business and Professional Speech ,Three,Fall 2024,BS STA & BUS. ANAL,COM107,,CCSIS
MTH204,Linear Algebra ,Four,Spring 2025,BS STA & BUS. ANAL,,,CCSIS
MAN302,Organizational Behavior,Four,Spring 2025,BS STA & BUS. ANAL,MAN101,,CCSIS
ACC201,Intermediate Financial Accounting ,Four,Spring 2025,BS STA & BUS. ANAL,ACC101,,CCSIS
MKT201,Marketing Management ,Four,Spring 2025,BS STA & BUS. ANAL,MKT301,,CCSIS
STA302,Methods of Data Analysis  ,Four,Spring 2025,BS STA & BUS. ANAL,STA301,,CCSIS
PHY111,Applied Physics,Four,Spring 2025,BS STA & BUS. ANAL,,,CCSIS
HRM301,Human Resource Management ,Five,Fall 2025,BS STA & BUS. ANAL,MAN302,,CCSIS
ECO304,Introduction to Econometrics  ,Five,Fall 2025,BS STA & BUS. ANAL,ECO102,,CCSIS
FIN201,Introduction to Business Finance ,Five,Fall 2025,BS STA & BUS. ANAL,,,CCSIS
MKT404,Methods in Business Research ,Five,Fall 2025,BS STA & BUS. ANAL,MKT302,,CCSIS
STA305,Applied Regression Analysis  ,Five,Fall 2025,BS STA & BUS. ANAL,STA302,,CCSIS
SSC202,Environmental studies ,Five,Fall 2025,BS STA & BUS. ANAL,,,CCSIS
FIN202,Financial Management ,Six,Spring 2026,BS STA & BUS. ANAL,FIN201,,CCSIS
STA210,Sampling Theory  ,Six,Spring 2026,BS STA & BUS. ANAL,STA302,,CCSIS
MTH403,Numerical Analysis,Six,Spring 2026,BS STA & BUS. ANAL,MTH204,,CCSIS
ECOXXX,Elective I (STATISTICS) ,Six,Spring 2026,BS STA & BUS. ANAL,,,CCSIS
ECO402,Pakistan Economic Policy ,Six,Spring 2026,BS STA & BUS. ANAL,ECO103,,CCSIS
SSC301,History of Ideas,Six,Spring 2026,BS STA & BUS. ANAL,,,CCSIS
STA307,Decision Theory ,Seven,Fall 2026,BS STA & BUS. ANAL,STA301,,CCSIS
STA315,Design of Experiment I  ,Seven,Fall 2026,BS STA & BUS. ANAL, STA305,,CCSIS
MAN303,Production and Operations Management ,Seven,Fall 2026,BS STA & BUS. ANAL,,,CCSIS
ECOXXX,Elective I (BUSINESS ANALYTICS) ,Seven,Fall 2026,BS STA & BUS. ANAL,,,CCSIS
ECOXXX,Elective II (STATISTICS) ,Seven,Fall 2026,BS STA & BUS. ANAL,,,CCSIS
STA492,Final Year Project I  ,Seven,Fall 2026,BS STA & BUS. ANAL,"MKT404, STA305",,CCSIS
STA313,Applied Multivariate Analysis ,Eight,Spring 2027,BS STA & BUS. ANAL,,,CCSIS
STA303,Time Series Analysis and Forecasting  ,Eight,Spring 2027,BS STA & BUS. ANAL, STA305,,CCSIS
,Elective III (STATISTICS) ,Eight,Spring 2027,BS STA & BUS. ANAL,,,CCSIS
,Elective II (BUSINESS ANALYTICS) ,Eight,Spring 2027,BS STA & BUS. ANAL,,,CCSIS
,Final Year Project II  ,Eight,Spring 2027,BS STA & BUS. ANAL,STA491,,CCSIS
COM117,Functional English,One ,Fall 2023,BS (TM),,,CES
PHY111,Applied Physics ,One ,Fall 2023,BS (TM),,,CES
REL101,Islamic Studies,One ,Fall 2023,BS (TM),,,CES
BTM101,Introduction to Computing ,One ,Fall 2023,BS (TM),,,CES
MTH107,Calculus & Analytical Geometry,One ,Fall 2023,BS (TM),,,CES
,Computer Aided Engineering Design ,One ,Fall 2023,BS (TM),,,CES
BTM102,Basic Electrical Circuits ,Two,Spring 2024,BS (TM),,,CES
MAN101,Principles of Management,Two,Spring 2024,BS (TM),,,CES
MTH204,Linear Algebra,Two,Spring 2024,BS (TM),,,CES
COM119,Communication Skills,Two,Spring 2024,BS (TM),,,CES
PSC301,Pakistan Studies,Two,Spring 2024,BS (TM),,,CES
BTM103,Information & Communications Technology ,Two,Spring 2024,BS (TM),,,CES
CME104,Computer Programming & Problem Solving ,Three,Fall 2024,BS (TM),,,CES
ELE201,Digital Logic Design ,Three,Fall 2024,BS (TM),,,CES
MTH216,Complex Variables & Transforms,Three,Fall 2024,BS (TM),,,CES
LAN 10*,Foreign Language I,Three,Fall 2024,BS (TM),,,CES
BTM201,Renewable Energy,Three,Fall 2024,BS (TM),,,CES
BTM202,Operating Systems ,Three,Fall 2024,BS (TM),,,CES
CME203,Data Structure & Algorithms ,Four,Spring 2025,BS (TM),,,CES
TCE205,Signals and Systems ,Four,Spring 2025,BS (TM),,,CES
LAN 20**,Foreign Language II,Four,Spring 2025,BS (TM),,,CES
CME205,Microprocessor & Microcontroller Systems ,Four,Spring 2025,BS (TM),,,CES
COM 208,Technical Report Writing,Four,Spring 2025,BS (TM),,,CES
ACC101,Introduction to Financial Accounting ,Five,Fall 2025,BS (TM),,,CES
HRM301,Human Resource Management,Five,Fall 2025,BS (TM),,,CES
BTM301,Data Communication & Networks ,Five,Fall 2025,BS (TM),,,CES
ENG203,Engineering Economics,Five,Fall 2025,BS (TM),,,CES
ELE419,Linear Control System ,Five,Fall 2025,BS (TM),,,CES
BTM302,Technology Management ,Five,Fall 2025,BS (TM),,,CES
BTM303,Organizational Behavior,Six,Spring 2026,BS (TM),,,CES
IDE400,Introduction to Enterprise Resource Planning,Six,Spring 2026,BS (TM),,,CES
BTM304,Sensors and Instrumentation ,Six,Spring 2026,BS (TM),,,CES
FIN202,Digital Financial Management,Six,Spring 2026,BS (TM),,,CES
BTM305,Total Quality Management,Six,Spring 2026,BS (TM),,,CES
,Elective I ,Six,Spring 2026,BS (TM),,,CES
,Elective II ,Seven,Fall 2026,BS (TM),,,CES
,Elective III,Seven,Fall 2026,BS (TM),,,CES
IDE401,Principles of Applied Mechatronics ,Seven,Fall 2026,BS (TM),,,CES
BTM401,Big Data and Cloud Computing ,Seven,Fall 2026,BS (TM),,,CES
ENT403,Small Business & Entrepreneurship,Seven,Fall 2026,BS (TM),,,CES
,Final Year Project I ,Seven,Fall 2026,BS (TM),,,CES
BTM402,Emerging Trends in Connected Systems ,Eight,Spring 2027,BS (TM),,,CES
,Final Year Project II ,Eight,Spring 2027,BS (TM),,,CES
BTM404,Cyber Physical Systems ,Eight,Spring 2027,BS (TM),,,CES
,Elective IV,Eight,Spring 2027,BS (TM),,,CES
BTM403, Artificial Intelligence & Machine Learning ,Eight,Spring 2027,BS (TM),,,CES
COM107,Academic English,One ,Fall 2023,BS(H)MS,,,CESD
MMM363,Introduction to Design Tools,One ,Fall 2023,BS(H)MS,,,CESD
LAN112,Urdu I,One ,Fall 2023,BS(H)MS,,,CESD
MMM394,Intro to Creative Arts,One ,Fall 2023,BS(H)MS,,,CESD
PSC301,Pakistan Studies,One ,Fall 2023,BS(H)MS,,,CESD
MMM395,Media History,One ,Fall 2023,BS(H)MS,,,CESD
MMM360,Introduction to Photography,Two,Spring 2024,BS(H)MS,,,CESD
MMM374,Introduction to Journalism,Two,Spring 2024,BS(H)MS,,,CESD
MMM383,Introduction to Video Production,Two,Spring 2024,BS(H)MS,,,CESD
MMM376,Intro to Performing Arts,Two,Spring 2024,BS(H)MS,,,CESD
REL101,Islamic Studies,Two,Spring 2024,BS(H)MS,,,CESD
MMM362,History of Filmmaking,Two,Spring 2024,BS(H)MS,,,CESD
MMM344,Screenplay I,Three,Fall 2024,BS(H)MS,,,CESD
MMM405,Cinematography,Three,Fall 2024,BS(H)MS,,,CESD
MMM396,Concept Art,Three,Fall 2024,BS(H)MS,,,CESD
MMM382,Edit & Post Production,Three,Fall 2024,BS(H)MS,,,CESD
LAN113,Urdu II,Three,Fall 2024,BS(H)MS,,,CESD
MMM354,Introduction to Sound Design,Three,Fall 2024,BS(H)MS,,,CESD
MMM387,Intro to 3D Animation & Motion Graphics,Four,Spring 2025,BS(H)MS,,,CESD
,UI/UX for Interactive Media,Four,Spring 2025,BS(H)MS,,,CESD
,Introduction to Advertising & PR,Four,Spring 2025,BS(H)MS,,,CESD
,Writing for Digital Media,Four,Spring 2025,BS(H)MS,,,CESD
MMM367,Digital Journalism,Four,Spring 2025,BS(H)MS,,,CESD
MMM386,Intro to Podcast & Audio Journalism,Four,Spring 2025,BS(H)MS,,,CESD
,Studio Production,Five,Fall 2025,BS(H)MS,,,CESD
,Digital Marketing Basics,Five,Fall 2025,BS(H)MS,,,CESD
,Social Sciences in Media,Five,Fall 2025,BS(H)MS,,,CESD
,Creative Portfolio Management,Five,Fall 2025,BS(H)MS,,,CESD
MMM369,Production Design,Five,Fall 2025,BS(H)MS,,,CESD
MMM345,Screenplay II,Five,Fall 2025,BS(H)MS,,,CESD
MMM333,Sports Journalism,Five,Fall 2025,BS(H)MS,,,CESD
MMM301,Photojournalism,Five,Fall 2025,BS(H)MS,,,CESD
,Production of Documentary,Six,Spring 2026,BS(H)MS,,,CESD
MMM377,Direction,Six,Spring 2026,BS(H)MS,,,CESD
MMM399,New Media Technologies: Tools & Applications,Six,Spring 2026,BS(H)MS,,,CESD
MMM373,Content Creation,Six,Spring 2026,BS(H)MS,,,CESD
MMM351,Production Management,Six,Spring 2026,BS(H)MS,,,CESD
MMM377,Direction,Six,Spring 2026,BS(H)MS,,,CESD
MMM318,Business Journalism,Six,Spring 2026,BS(H)MS,,,CESD
,Methods in Media Research,Seven,Fall 2026,BS(H)MS,,,CESD
LAW405,Media Law & Ethics,Seven,Fall 2026,BS(H)MS,,,CESD
,Creative Portfolio Management,Seven,Fall 2026,BS(H)MS,,,CESD
MMM406,Public Relations & Corporate Communication,Seven,Fall 2026,BS(H)MS,,,CESD
MMM342,Filmmaking – The Art & Craft: Thesis I ,Seven,Fall 2026,BS(H)MS,,,CESD
MMM403,Investigative Journalism: Thesis I,Seven,Fall 2026,BS(H)MS,,,CESD
,Elective I,Seven,Fall 2026,BS(H)MS,,,CESD
,Content Distribution & Promotion,Eight,Spring 2027,BS(H)MS,,,CESD
ENT403,Entrepreneurship & Small Business,Eight,Spring 2027,BS(H)MS,,,CESD
MMM336,Human Rights & Gender Reporting,Eight,Spring 2027,BS(H)MS,,,CESD
MMM366,Filmmaking – The Art & Craft: Thesis II ,Eight,Spring 2027,BS(H)MS,,,CESD
MMM382,Editing & Post Production III ,Eight,Spring 2027,BS(H)MS,,,CESD
MMM392,Investigative Journalism: Thesis II ,Eight,Spring 2027,BS(H)MS,,,CESD
,Elective II,Eight,Spring 2027,BS(H)MS,,,CESD
ECO101,Principles of Microeconomics,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
REL101,Islamic Studies,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
COM107,Academic English,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
MMM360,Introduction to Psychology,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
SSC104,Principles of Sociology,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
MTH104,Calculus I,One ,Fall 2023,"BS ECO (L,M & IR)",,,CESD
ECO102,Principles of Macroeconomics,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
LAN 10*,Foreign Language-1,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
BED101,General Science,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
MTH105,Calculus II,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
SSC202,Environmental Studies,Two,Spring 2024,"BS ECO (L,M & IR)",,,CESD
ECO315,Microeconomic Analysis,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
LAN 20**,Foreign Language-2,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
BIR301,Introduction to IR,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
LAW105,Mercantile Law,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
STA203,Probability theory & Statistics,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
MTH100,Mathematical Economics,Three,Fall 2024,"BS ECO (L,M & IR)",,,CESD
ECO315,Macroeconomic Analysis,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
LAW106,Company Law,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
PSC301,Pakistan Studies,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
SSC301,History of Ideas,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
COM119,Communication Skills,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
STA301,Models and Inferences,Four,Spring 2025,"BS ECO (L,M & IR)",,,CESD
ECO304,Econometrics-1,Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
ECO323,Development Economics,Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
STA302,Methods of Data Analysis,Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
LAW202,Banking Law in Pakistan,Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
BIR303,World Politics,Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
BIR305,"Religion, Culture & IR",Five,Fall 2025,"BS ECO (L,M & IR)",,,CESD
ECO412,Econometrics-2,Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
ECO302,International Trade,Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
LAW203,Insurance Law in Pakistan,Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
LAW301,"Intellectual Property, Patents and Copyright",Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
BIR312,Globalization,Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
BIR302,Political Geography,Six,Spring 2026,"BS ECO (L,M & IR)",,,CESD
ECO307,Monetary Theory & Policy,Seven,Fall 2026,"BS ECO (L,M & IR)",,,CESD
ECO402,Pakistan Economic Policy,Seven,Fall 2026,"BS ECO (L,M & IR)",,,CESD
LAW400,Company Secretarial Practices,Seven,Fall 2026,"BS ECO (L,M & IR)",,,CESD
