course_code,course_title,Semester,Term,Program,Pre-Req,Elective,college,
,Elective VI,Eight,Spring-2024,BSLSCM,,,CBM,
,Internship,Eight,Spring-2024,BSLSCM,,,CBM,
CSC111,Intro to Information & Comm. Technology,one,Fall-2020,BS CS,,,CCSIS,
CSC111,Intro to Information & Comm. Technology LAB,one,Fall-2020,BS CS,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS CS,,,CCSIS,
CSC113,Programming Fundamentals LAB ,one,Fall-2020,BS CS,,,CCSIS,
MTH107,Calculus and Analytical Geometry,one,Fall-2020,BS CS,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS CS,,,CCSIS,
PHY111,Applied Physics,one,Fall-2020,BS CS,,,CCSIS,
CSC115,Digital Logic & Design,Two,Spring-2021,BS CS,PHY111,,CCSIS,
CSC115,Digital Logic & Design LAB,Two,Spring-2021,BS CS,PHY111,,CCSIS,
CSC213,Object Oriented Programming ,Two,Spring-2021,BS CS,CSC113,,CCSIS,
CSC213,Object Oriented Programming LAB,Two,Spring-2021,BS CS,CSC113,,CCSIS,
STA203,Probability Theory and Statistics ,Two,Spring-2021,BS CS,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS CS,COM107,,CCSIS,
ECO104,Micro and Macroeconomics,Two,Spring-2021,BS CS,,,CCSIS,
CSC211,Computer Organization & Assembly Language ,Three,Fall-2021,BS CS,,,CCSIS,
CSC211,Computer Org. & Assembly Language LAB,Three,Fall-2021,BS CS,,,CCSIS,
CSC215,Data Structures and Algorithms ,Three,Fall-2021,BS CS,CSC213,,CCSIS,
CSC215,Data Structures and Algorithms LAB ,Three,Fall-2021,BS CS,CSC213,,CCSIS,
CSC231,Discrete Structures ,Three,Fall-2021,BS CS,,,CCSIS,
CSC219,Professional Practices,Three,Fall-2021,BS CS,,,CCSIS,
CSC233,Multivariable Calculus ,Three,Fall-2021,BS CS,MTH107,,CCSIS,
CSC311,Theory of Automata & Formal Language ,Four,Spring-2022,BS CS,,,CCSIS,
CSC217,Introduction to Database Systems ,Four,Spring-2022,BS CS,,,CCSIS,
CSC217,Introduction to Database Systems LAB,Four,Spring-2022,BS CS,,,CCSIS,
MTH204,Linear Algebra,Four,Spring-2022,BS CS,,,CCSIS,
MAN101,Principles of Management ,Four,Spring-2022,BS CS,,,CCSIS,
CSC313,Operating Systems,Four,Spring-2022,BS CS,,,CCSIS,
CSC313,Operating Systems LAB,Four,Spring-2022,BS CS,,,CCSIS,
BDS419,Design & Analysis of Algorithms ,Five,Fall-2022,BS CS,CSC215,,CCSIS,
CSC411,Complier Construction,Five,Fall-2022,BS CS,CSC311,,CCSIS,
CSC331,Differential Equations,Five,Fall-2022,BS CS,CSC233,,CCSIS,
LAN 10*,Foreign Language l ,Five,Fall-2022,BS CS,,,CCSIS,
CSC317,Introduction to Software Engineering,Five,Fall-2022,BS CS,,,CCSIS,
CSC333,Numerical Computing,Five,Fall-2022,BS CS,MTH204,,CCSIS,
CSC413,Artificial Intelligence,Six,Spring-2023,BS CS,CSC231,,CCSIS,
CSC413,Artificial Intelligence,Six,Spring-2023,BS CS,CSC231,,CCSIS,
CSC319,Computer Networks,Six,Spring-2023,BS CS,,,CCSIS,
CSC319,Computer Networks LAB,Six,Spring-2023,BS CS,,,CCSIS,
,CS Elective l,Six,Spring-2023,BS CS,,,CCSIS,
,CS Elective II ,Six,Spring-2023,BS CS,,,CCSIS,
COM202,Business & Professional Speech ,Six,Spring-2023,BS CS,COM107,,CCSIS,
,CS Elective III,Seven,Fall-2023,BS CS,,,CCSIS,
,CS Elective IV ,Seven,Fall-2023,BS CS,,,CCSIS,
CSC491,FYP l ,Seven,Fall-2023,BS CS,CSC317,,CCSIS,
LAN 20**,Foreign Language ll ,Seven,Fall-2023,BS CS,,,CCSIS,
CSC418,Parallel & Distributed Computing,Seven,Fall-2023,BS CS,CSC313,,CCSIS,
PSC301,Pakistan Studies,Seven,Fall-2023,BS CS,,,CCSIS,
,CS Elective V,Eight,Spring-2024,BS CS,,,CCSIS,
MAN611,Project Management,Eight,Spring-2024,BS CS,,,CCSIS,
CSC492,FYP ll ,Eight,Spring-2024,BS CS,CSC491,,CCSIS,
MIS527,Information Security ,Eight,Spring-2024,BS CS,,,CCSIS,
REL101,Islamic Studies,Eight,Spring-2024,BS CS,,,CCSIS,
ACC101,Introduction to Financial Accounting,Eight,Spring-2024,BS CS,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS ARM,,,CCSIS,
ECO101,Principles of Microeconomics,one,Fall-2020,BS ARM,,,CCSIS,
LAN 10*,Foreign Language I,one,Fall-2020,BS ARM,,,CCSIS,
STA203,Probability Theory and Statistics,one,Fall-2020,BS ARM,,,CCSIS,
MTH104,Calculus I,one,Fall-2020,BS ARM,,,CCSIS,
REL101,Islamic Studies,one,Fall-2020,BS ARM,,,CCSIS,
ACC101,Introduction to Financial Accounting,Two,Spring-2021,BS ARM,,,CCSIS,
STA205,Probability Theory and Statistics II,Two,Spring-2021,BS ARM,,,CCSIS,
MTH105,Calculus II,Two,Spring-2021,BS ARM,,,CCSIS,
ECO102,Principles of Macroeconomics,Two,Spring-2021,BS ARM,,,CCSIS,
MTH409,Financial Mathematics I,Two,Spring-2021,BS ARM,,,CCSIS,
ARM201,Introduction to Actuarial Science,Two,Spring-2021,BS ARM,,,CCSIS,
MKT301,Principles of Marketing,Three,Fall-2021,BS ARM,,,CCSIS,
MTH204,Linear Algebra,Three,Fall-2021,BS ARM,,,CCSIS,
STA402,Model and Inferences,Three,Fall-2021,BS ARM,,,CCSIS,
FIN201,Introduction to Business Finance,Three,Fall-2021,BS ARM,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Three,Fall-2021,BS ARM,COM107,,CCSIS,
MTH410,Financial Mathematics II,Three,Fall-2021,BS ARM,,,CCSIS,
CSC333,Numerical Computing,Four,Spring-2022,BS ARM,,,CCSIS,
LAW401,Business Law,Four,Spring-2022,BS ARM,,,CCSIS,
ECO304,Introduction to Econometrics,Four,Spring-2022,BS ARM,,,CCSIS,
MAN101,Principles of Management,Four,Spring-2022,BS ARM,,,CCSIS,
PSC301,Pakistan Studies,Four,Spring-2022,BS ARM,,,CCSIS,
STA302,Method of Data Analysis,Four,Spring-2022,BS ARM,,,CCSIS,
FIN509,Financial Derivatives,Five,Fall-2022,BS ARM,,,CCSIS,
MTH211,Actuarial Mathematics,Five,Fall-2022,BS ARM,,,CCSIS,
FRM401,Principles of Risk Management,Five,Fall-2022,BS ARM,,,CCSIS,
BDS410,Stochastic Processes,Five,Fall-2022,BS ARM,,,CCSIS,
FIN406,Financial Econometrics,Five,Fall-2022,BS ARM,,,CCSIS,
FIN503,Corporate Finance,Five,Fall-2022,BS ARM,,,CCSIS,
FIN507,Portfolio Management,Six,Spring-2023,BS ARM,,,CCSIS,
FRM202,Life and Other Contingencies,Six,Spring-2023,BS ARM,,,CCSIS,
INM407,Enterprise Risk Management,Six,Spring-2023,BS ARM,,,CCSIS,
STA210,Sampling Theory,Six,Spring-2023,BS ARM,,,CCSIS,
ARM601,Models in Financial Economics I,Six,Spring-2023,BS ARM,,,CCSIS,
MKT404,Methods in Business Research,Six,Spring-2023,BS ARM,,,CCSIS,
FRM206,Institutional Investments,Seven,Fall-2023,BS ARM,,,CCSIS,
ARM602,Models in Financial Economics II,Seven,Fall-2023,BS ARM,,,CCSIS,
STA305,Applied Regression Analysis,Seven,Fall-2023,BS ARM,,,CCSIS,
FRM302,Computational Methods in Risk Mgmt.,Seven,Fall-2023,BS ARM,,,CCSIS,
STA309,Loss Models I,Seven,Fall-2023,BS ARM,,,CCSIS,
,Elective I,Seven,Fall-2023,BS ARM,,,CCSIS,
STA307,Decision Theory,Eight,Spring-2024,BS ARM,,,CCSIS,
STA310,Loss Models II,Eight,Spring-2024,BS ARM,,,CCSIS,
FRM404,Risk Financing Techniques,Eight,Spring-2024,BS ARM,,,CCSIS,
BDS411,Time Series Analysis & Forecasting,Eight,Spring-2024,BS ARM,,,CCSIS,
FRM310,Project,Eight,Spring-2024,BS ARM,,,CCSIS,
,Elective II,Eight,Spring-2024,BS ARM,,,CCSIS,
REL101,Islamic Studies ,one,Fall-2020,BS ARM,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS ARM,,,CCSIS,
ECO101,Principles of Microeconomics,one,Fall-2020,BS ARM,,,CCSIS,
MTH104,Calculus I,one,Fall-2020,BS ARM,,,CCSIS,
LAN 10*,Foreign Language,one,Fall-2020,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS ARM,,,CCSIS,
MTH350,Topics in Mathematical Economics,Two,Spring-2021,BS ARM,ECO101,MTH104,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS ARM,,,CCSIS,
ECO102,Principles of Macroeconomics ,Two,Spring-2021,BS ARM,,,CCSIS,
MTH105,Calculus II ,Two,Spring-2021,BS ARM,,,CCSIS,
STA203,Probability theory & Statistics ,Two,Spring-2021,BS ARM,MTH104,,CCSIS,
CSC213,Object Oriented Programming,Two,Spring-2021,BS ARM,CSS113,,CCSIS,
ECO315,Microeconomic Analysis ,Three,Fall-2021,BS ARM,ECO101,,CCSIS,
CSC233,Multivariable Calculus,Three,Fall-2021,BS ARM,MTH105,,CCSIS,
STA402,Model and inference,Three,Fall-2021,BS ARM,STA203,,CCSIS,
MTH203,Introduction to Formal Mathematics ,Three,Fall-2021,BS ARM,,,CCSIS,
COM202,Business & Professional Speech ,Three,Fall-2021,BS ARM,COM205,,CCSIS,
CSC215,Data Structure and Algorithms,Three,Fall-2021,BS ARM,CSC213,,CCSIS,
ECO105,Macroeconomics Analysis,Four,Spring-2022,BS ARM,ECO102,,CCSIS,
MTH303,Analysis I,Four,Spring-2022,BS ARM,MTH203,,CCSIS,
STA302,Methods of Data Analysis,Four,Spring-2022,BS ARM,,,CCSIS,
MTH204,Linear Algebra ,Four,Spring-2022,BS ARM,,,CCSIS,
ECO208,Development Economics ,Four,Spring-2022,BS ARM,ECO103,ECO105,CCSIS,
ECO207,Game Theory,Four,Spring-2022,BS ARM,ECO103,,CCSIS,
PSC301,Pakistan Studies ,Five,Fall-2022,BS ARM,,,CCSIS,
ECO302,International Trade,Five,Fall-2022,BS ARM,ECO103,ECO105,CCSIS,
MTH304,Analysis II ,Five,Fall-2022,BS ARM,MTH301,,CCSIS,
STA305,Applied Regression Analysis,Five,Fall-2022,BS ARM,STA302,,CCSIS,
ECO301,Managerial Economics ,Five,Fall-2022,BS ARM,ECO101,ECO102,CCSIS,
MTH344,Introduction to Differential Equations,Five,Fall-2022,BS ARM,,,CCSIS,
MTH405,Numerical Analysis,Six,Spring-2023,BS ARM,MTH105,MTH204 & MTH344,CCSIS,
MTH401,Complex Analysis,Six,Spring-2023,BS ARM,MTH303,MTH304,CCSIS,
ECO410,Econometrics I ,Six,Spring-2023,BS ARM,STA301,,CCSIS,
ECO303,Financial Economics ,Six,Spring-2023,BS ARM,ECO102,,CCSIS,
MTH346,Partial Differential Equations ,Six,Spring-2023,BS ARM,MTH344,,CCSIS,
ECO307,Monetary theory & Policy,Six,Spring-2023,BS ARM,ECO105,,CCSIS,
ECO412,Econometrics II ,Seven,Fall-2023,BS ARM,ECO410,,CCSIS,
ECO402,Pakistan Economic Policy,Seven,Fall-2023,BS ARM,,,CCSIS,
MTH427,Topology,Seven,Fall-2023,BS ARM,,,CCSIS,
ECO410,Economics Elective I,Seven,Fall-2023,BS ARM,,,CCSIS,
MTH***,Mathematics Elective I,Seven,Fall-2023,BS ARM,,,CCSIS,
BDS491,Final Year Project II,Seven,Fall-2023,BS ARM,,,CCSIS,
STA303,Time Series Analysis ,Eight,Spring-2024,BS ARM,STA305,,CCSIS,
MTH433,Optimization Techniques,Eight,Spring-2024,BS ARM,,,CCSIS,
MTH433,Functional Analysis ,Eight,Spring-2024,BS ARM,,,CCSIS,
,Economics / Mathematics Elective II ,Eight,Spring-2024,BS ARM,,,CCSIS,
,Final Year Project II ,Eight,Spring-2024,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS ARM,,,CCSIS,
STA205,Probability Theory & Statistics I ,one,Fall-2020,BS ARM,,,CCSIS,
CSC111,Intro to Information & Comm. Technology,one,Fall-2020,BS ARM,,,CCSIS,
CSC111,Intro to Information & Comm. Technology LAB,one,Fall-2020,BS ARM,,,CCSIS,
MTH107,Calculus & Analytical Geometry,one,Fall-2020,BS ARM,,,CCSIS,
REL101,Islamic Studies,one,Fall-2020,BS ARM,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS ARM,,,CCSIS,
CSC233,Multivariable Calculus,Two,Spring-2021,BS ARM,MTH107,,CCSIS,
CSC213,Object Oriented Programming,Two,Spring-2021,BS ARM,CSC113,,CCSIS,
CSC213,Object Oriented Programming LAB,Two,Spring-2021,BS ARM,CSC113,,CCSIS,
STA205,Probability Theory & Statistics II,Two,Spring-2021,BS ARM,STA203,,CCSIS,
CSC231,Discrete Structures ,Two,Spring-2021,BS ARM,,,CCSIS,
PSC301,Pakistan Studies,Two,Spring-2021,BS ARM,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS ARM,COM107,,CCSIS,
MTH204,Linear Algebra ,Three,Fall-2021,BS ARM,MTH107,,CCSIS,
BDS101,Introduction to Data Science ,Three,Fall-2021,BS ARM,,,CCSIS,
STA301,Model & Inferences,Three,Fall-2021,BS ARM,STA205,,CCSIS,
CSC317,Introduction to Software Engineering ,Three,Fall-2021,BS ARM,,,CCSIS,
CSC215,Data Structures & Algorithms,Three,Fall-2021,BS ARM,CSC213,,CCSIS,
CSC215,Data Structures & Algorithms LAB ,Three,Fall-2021,BS ARM,CSC213,,CCSIS,
ECO104,Micro & Macroeconomics ,Three,Fall-2021,BS ARM,,,CCSIS,
MTH215,Differential Equations ,Four,Spring-2022,BS ARM,MTH224,,CCSIS,
CSC217,Introduction to Database Systems,Four,Spring-2022,BS ARM,,,CCSIS,
CSC217,Introduction to Database Systems LAB,Four,Spring-2022,BS ARM,STA301,,CCSIS,
STA302,Methods of Data Analysis ,Four,Spring-2022,BS ARM,STA301,,CCSIS,
BDS201,Business Process Analysis,Four,Spring-2022,BS ARM,,,CCSIS,
CSC219,Professional Practices,Four,Spring-2022,BS ARM,,,CCSIS,
LAN 10*,Foreign Language I ,Four,Spring-2022,BS ARM,,,CCSIS,
CSC333,Numerical Computing ,Five,Fall-2022,BS ARM,MTH204,,CCSIS,
BDS301,Data Mining I ,Five,Fall-2022,BS ARM,BDS101,,CCSIS,
ECO304,Introduction to Econometrics,Five,Fall-2022,BS ARM,ECO302,,CCSIS,
MAN101,Principles of Management,Five,Fall-2022,BS ARM,,,CCSIS,
CSC313,Operating Systems ,Five,Fall-2022,BS ARM,CSC215,,CCSIS,
CSC313,Operating Systems ,Five,Fall-2022,BS ARM,CSC215,,CCSIS,
COM202,Business & Professional Speech ,Five,Fall-2022,BS ARM,COM107,,CCSIS,
CSC319,Computer Networks ,Six,Spring-2023,BS ARM,,,CCSIS,
CSC319,Computer Networks LAB ,Six,Spring-2023,BS ARM,,,CCSIS,
BDS302,Data Mining II ,Six,Spring-2023,BS ARM,BDS301,,CCSIS,
BDS401,Data Visualization,Six,Spring-2023,BS ARM,BDS301,,CCSIS,
MAN611,Project Management ,Six,Spring-2023,BS ARM,,,CCSIS,
,Elective I ,Six,Spring-2023,BS ARM,,,CCSIS,
,Elective II,Six,Spring-2023,BS ARM,,,CCSIS,
BDS402,Big Data Concepts & Techniques,Seven,Fall-2023,BS ARM,BDS101,,CCSIS,
ACC101,Introduction to Financial Accounting,Seven,Fall-2023,BS ARM,,,CCSIS,
,Elective III ,Seven,Fall-2023,BS ARM,,,CCSIS,
,Elective IV,Seven,Fall-2023,BS ARM,,,CCSIS,
BDS491,Final Year Project I ,Seven,Fall-2023,BS ARM,CSC317,,CCSIS,
BDS403,Big Data & Analytics,Eight,Spring-2024,BS ARM,"CSC113, STA205",,CCSIS,
MIS527,Information Security ,Eight,Spring-2024,BS ARM,,,CCSIS,
BDS404,Machine Learning ,Eight,Spring-2024,BS ARM,,,CCSIS,
,Elective V,Eight,Spring-2024,BS ARM,,,CCSIS,
BDS492,Final Year Project II,Eight,Spring-2024,BS ARM,BDS491,,CCSIS,
REL101,Islamic Studies,one,Fall-2020,BS ARM,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS ARM,,,CCSIS,
ECO101,Principles of Microeconomics,one,Fall-2020,BS ARM,,,CCSIS,
MTH102,Financial Calculus I ,one,Fall-2020,BS ARM,,,CCSIS,
ACC101,Introduction to Financial Accounting ,one,Fall-2020,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS ARM,,,CCSIS,
STA203,Probability Theory and Statistics ,Two,Spring-2021,BS ARM,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS ARM,,,CCSIS,
ECO102,Principles of Macroeconomics ,Two,Spring-2021,BS ARM,,,CCSIS,
MTH106,Financial Calculus II ,Two,Spring-2021,BS ARM,,,CCSIS,
ACC201,Intermediate Financial Accounting,Two,Spring-2021,BS ARM,,,CCSIS,
CSC213,Object Oriented Programming ,Two,Spring-2021,BS ARM,,,CCSIS,
FIN201,Introduction to Business Finance ,Three,Fall-2021,BS ARM,,,CCSIS,
MTH203,Introduction to Formal Mathematics,Three,Fall-2021,BS ARM,,,CCSIS,
STA402,Model and Inference,Three,Fall-2021,BS ARM,,,CCSIS,
CSC233,Multivariable Calculus,Three,Fall-2021,BS ARM,,,CCSIS,
COM202,Business & Professional Speech ,Three,Fall-2021,BS ARM,,,CCSIS,
CSC215,Data Structure and Algorithms ,Three,Fall-2021,BS ARM,,,CCSIS,
FIN202,Financial Management ,Four,Spring-2022,BS ARM,,,CCSIS,
MTH303,Analysis I,Four,Spring-2022,BS ARM,,,CCSIS,
STA207,Qualitative Data Analysis,Four,Spring-2022,BS ARM,,,CCSIS,
MTH204,Linear Algebra,Four,Spring-2022,BS ARM,,,CCSIS,
LAN 10*,Foreign Language,Four,Spring-2022,BS ARM,,,CCSIS,
PSC301,Pakistan Studies,Four,Spring-2022,BS ARM,,,CCSIS,
FRM201,Principal of Risk Management ,Five,Fall-2022,BS ARM,,,CCSIS,
MTH304,Analysis II ,Five,Fall-2022,BS ARM,,,CCSIS,
STA304,Quantitative Data Analysis,Five,Fall-2022,BS ARM,,,CCSIS,
ECO312,Applied Econometrics,Five,Fall-2022,BS ARM,,,CCSIS,
MTH344,Introduction to Differential Equations,Five,Fall-2022,BS ARM,,,CCSIS,
FIN613,Financial Modeling ,Five,Fall-2022,BS ARM,,,CCSIS,
MTH403,Numerical Analysis ,Six,Spring-2023,BS ARM,,,CCSIS,
MTH501,Measure Theory,Six,Spring-2023,BS ARM,,,CCSIS,
BDS410,Stochastic Process ,Six,Spring-2023,BS ARM,,,CCSIS,
FIN503,Corporate Finance ,Six,Spring-2023,BS ARM,,,CCSIS,
MTH346,Partial Differential Equations ,Six,Spring-2023,BS ARM,,,CCSIS,
FIN509,Financial Derivatives,Six,Spring-2023,BS ARM,,,CCSIS,
FRM401,Advance Financial Risk Management,Seven,Fall-2023,BS ARM,,,CCSIS,
MTH310,Discrete Time Finance ,Seven,Fall-2023,BS ARM,,,CCSIS,
MTH430,Operations Research,Seven,Fall-2023,BS ARM,,,CCSIS,
,Finance Elective I,Seven,Fall-2023,BS ARM,,,CCSIS,
MTH***,Mathematics Elective I ,Seven,Fall-2023,BS ARM,,,CCSIS,
,Computational Finance Project I,Seven,Fall-2023,BS ARM,,,CCSIS,
FIN536,Fintech ,Eight,Spring-2024,BS ARM,,,CCSIS,
MTH410,Continuous Time Finance,Eight,Spring-2024,BS ARM,,,CCSIS,
,Finance Elective II ,Eight,Spring-2024,BS ARM,,,CCSIS,
MTH***,Mathematics Elective II,Eight,Spring-2024,BS ARM,,,CCSIS,
,Computational Finance Project II,Eight,Spring-2024,BS ARM,,,CCSIS,
CSC111,Intro to Information & Comm. Technology,one,Fall-2020,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals,one,Fall-2020,BS ARM,,,CCSIS,
CSC113,Programming Fundamentals LAB ,one,Fall-2020,BS ARM,,,CCSIS,
MTH107,Calculus and Analytical Geometry,one,Fall-2020,BS ARM,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS ARM,,,CCSIS,
PSC301,Pakistan Studies,one,Fall-2020,BS ARM,,,CCSIS,
PHY111,Applied Physics,one,Fall-2020,BS ARM,,,CCSIS,
CSC213,Object Oriented Programming,Two,Spring-2021,BS ARM,CSC113,,CCSIS,
CSC213,Object Oriented Programming LAB,Two,Spring-2021,BS ARM,CSC113,,CCSIS,
CSC231,Discrete Structures ,Two,Spring-2021,BS ARM,,,CCSIS,
CSC317,Intro to Software Engineering,Two,Spring-2021,BS ARM,,,CCSIS,
REL101,Islamic Studies,Two,Spring-2021,BS ARM,,,CCSIS,
ECO104,Micro and Macroeconomics,Two,Spring-2021,BS ARM,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS ARM,COM107,,CCSIS,
CME203,Data Structures and Algorithms,Three,Fall-2021,BS ARM,CSC213,,CCSIS,
CME203,Data Structures and Algorithms LAB,Three,Fall-2021,BS ARM,CSC213,,CCSIS,
SEC111,Software Requirements Engineering,Three,Fall-2021,BS ARM,CSC317,,CCSIS,
CSC372,Human Computer Interaction,Three,Fall-2021,BS ARM,CSC317,,CCSIS,
MTH204,Linear Algebra,Three,Fall-2021,BS ARM,,,CCSIS,
CSC217,Intro. to Database Systems ,Four,Spring-2022,BS ARM,,,CCSIS,
CSC217,Intro. to Database Systems LAB,Four,Spring-2022,BS ARM,,,CCSIS,
CSC313,Operating Systems,Four,Spring-2022,BS ARM,,,CCSIS,
CSC313,Operating Systems LAB,Four,Spring-2022,BS ARM,,,CCSIS,
SEC211,Software Design & Architecture,Four,Spring-2022,BS ARM,,,CCSIS,
STA203,Probability Theory and Statistics,Four,Spring-2022,BS ARM,,,CCSIS,
MAN101,Principles of Management,Four,Spring-2022,BS ARM,,,CCSIS,
SEC311,Software Construction and Dev.,Five,Fall-2022,BS ARM,,,CCSIS,
CSC319,Computer Networks,Five,Fall-2022,BS ARM,,,CCSIS,
CSC319,Computer Networks LAB ,Five,Fall-2022,BS ARM,,,CCSIS,
,SE Supporting I ,Five,Fall-2022,BS ARM,,,CCSIS,
,SE Supporting II,Five,Fall-2022,BS ARM,,,CCSIS,
COM202,Business & Professional Speech ,Five,Fall-2022,BS ARM,COM107,,CCSIS,
SEC321,Software Quality Engineering,Six,Spring-2023,BS ARM,SEC317,,CCSIS,
MIS527,Information Security,Six,Spring-2023,BS ARM,,,CCSIS,
CSC219,Professional Practices,Six,Spring-2023,BS ARM,,,CCSIS,
CSC373,Web Engineering,Six,Spring-2023,BS ARM,,,CCSIS,
,SE Elective l ,Six,Spring-2023,BS ARM,,,CCSIS,
,SE Supporting III,Six,Spring-2023,BS ARM,,,CCSIS,
MIS509,Software Project Management,Seven,Fall-2023,BS ARM,CSC317,,CCSIS,
MIS509,Software Re-Engineering,Seven,Fall-2023,BS ARM,CSC311,,CCSIS,
,SE Elective II,Seven,Fall-2023,BS ARM,,,CCSIS,
,SE Elective III,Seven,Fall-2023,BS ARM,,,CCSIS,
,FYP l,Seven,Fall-2023,BS ARM,CSC317,,CCSIS,
,SE Elective IV ,Eight,Spring-2024,BS ARM,,,CCSIS,
,SE Elective V ,Eight,Spring-2024,BS ARM,,,CCSIS,
,FYP ll,Eight,Spring-2024,BS ARM,CSC491,,CCSIS,
,Project Management,Eight,Spring-2024,BS ARM,,,CCSIS,
REL101,Islamic Studies,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
MTH100,Mathematics for Business,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
MAN101,Principles of Management,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
ECO101,Principles of Microeconomics ,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
STA205,Probability Theory & Statistics I,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
COM107,Academic English,one,Fall-2020,BS Stat & Bus Analy,,,CCSIS,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,BS Stat & Bus Analy,COM107,,CCSIS,
PSC301,Pakistan Studies ,Two,Spring-2021,BS Stat & Bus Analy,,,CCSIS,
ECO102,Principles of Macroeconomics ,Two,Spring-2021,BS Stat & Bus Analy,ECO101,,CCSIS,
MTH104,Calculus I,Two,Spring-2021,BS Stat & Bus Analy,,,CCSIS,
STA205,Probability Theory & Statistics II,Two,Spring-2021,BS Stat & Bus Analy,STA203,,CCSIS,
MKT301,Principles of Marketing,Two,Spring-2021,BS Stat & Bus Analy,,,CCSIS,
MIS405,Computer Applications ,Three,Fall-2021,BS Stat & Bus Analy,,,CCSIS,
ECO103,Inter. Micro & Macroeconomics,Three,Fall-2021,BS Stat & Bus Analy,ECO102,,CCSIS,
MTH105,Calculus II ,Three,Fall-2021,BS Stat & Bus Analy,MTH104,,CCSIS,
ACC101,Introduction to Financial Accounting,Three,Fall-2021,BS Stat & Bus Analy,,,CCSIS,
STA301,Model & Inferences,Three,Fall-2021,BS Stat & Bus Analy,STA205,,CCSIS,
COM202,Business & Professional Speech ,Three,Fall-2021,BS Stat & Bus Analy,COM107,,CCSIS,
ECO301,Managerial Economics ,Four,Spring-2022,BS Stat & Bus Analy,ECO103,,CCSIS,
MTH204,Linear Algebra ,Four,Spring-2022,BS Stat & Bus Analy,MTH107,,CCSIS,
MAN302,Organizational Behavior ,Four,Spring-2022,BS Stat & Bus Analy,MAN101,,CCSIS,
ACC201,Intermediate Financial Accounting,Four,Spring-2022,BS Stat & Bus Analy,ACC101,,CCSIS,
MKT302,Marketing Management,Four,Spring-2022,BS Stat & Bus Analy,MKT301,,CCSIS,
STA302,Methods of Data Analysis,Four,Spring-2022,BS Stat & Bus Analy,STA301,,CCSIS,
LAN 10*,Foreign Language I,Five,Fall-2022,BS Stat & Bus Analy,MAN302,,CCSIS,
HRM301,Human Resource Management ,Five,Fall-2022,BS Stat & Bus Analy,HRM304,,CCSIS,
ECO304,Introduction to Econometrics,Five,Fall-2022,BS Stat & Bus Analy,ECO102,,CCSIS,
FIN201,Introduction to Business Finance,Five,Fall-2022,BS Stat & Bus Analy,,,CCSIS,
MKT404,Methods in Business Research ,Five,Fall-2022,BS Stat & Bus Analy,,,CCSIS,
STA305,Applied Regression Analysis,Five,Fall-2022,BS Stat & Bus Analy,STA302,,CCSIS,
LAN 10**,Foreign Language II ,Six,Spring-2023,BS Stat & Bus Analy,,,CCSIS,
ACC401,Intro. to Managerial & Cost Accounting ,Six,Spring-2023,BS Stat & Bus Analy,ACC201,,CCSIS,
FIN202,Financial Management ,Six,Spring-2023,BS Stat & Bus Analy,FIN201,,CCSIS,
STA210,Sampling Theory,Six,Spring-2023,BS Stat & Bus Analy,STA302,,CCSIS,
MTH405,Numerical Analysis ,Six,Spring-2023,BS Stat & Bus Analy,MTH204,,CCSIS,
,Elective I ,Six,Spring-2023,BS Stat & Bus Analy,,,CCSIS,
STA315,Design of Experiment,Seven,Fall-2023,BS Stat & Bus Analy,STA305,,CCSIS,
MAN303,Production & Operations Management,Seven,Fall-2023,BS Stat & Bus Analy,,,CCSIS,
ECO402,Pakistan Economic Policy ,Seven,Fall-2023,BS Stat & Bus Analy,ECO103,,CCSIS,
,Elective II,Seven,Fall-2023,BS Stat & Bus Analy,,,CCSIS,
