course_code,course_title,Semester,Term,Program,Pre-Req,Elective,college,
,Elective III ,Seven,Fall-2023,BS Stat & Bus Analy,,,CCSIS,
,Final Year Project I,Seven,Fall-2023,BS Stat & Bus Analy,,,CCSIS,
STA307,Decision Theory,Eight,Spring-2024,BS Stat & Bus Analy,STA301,,CCSIS,
STA313,Applied Multivariate Analysis ,Eight,Spring-2024,BS Stat & Bus Analy,,,CCSIS,
BDS411,Time Series Analysis & Forecasting,Eight,Spring-2024,BS Stat & Bus Analy,STA305,,CCSIS,
,Elective IV ,Eight,Spring-2024,BS Stat & Bus Analy,,,CCSIS,
,Elective V ,Eight,Spring-2024,BS Stat & Bus Analy,,,CCSIS,
,Final Year Project II ,Eight,Spring-2024,BS Stat & Bus Analy,STA491,,CCSIS,
LAN 10*,Functional English I,one,Fall-2020,BS AML,,,CESD,
SCM551,Quantitative Methods I,one,Fall-2020,BS AML,,,CESD,
ENF405,Information Technology I,one,Fall-2020,BS AML,,,CESD,
ECO202,Introduction to Economics and Finance I,one,Fall-2020,BS AML,,,CESD,
ACC102,Introduction to Accounting I,one,Fall-2020,BS AML,,,CESD,
LAW105,Mercantile Law,one,Fall-2020,BS AML,,,CESD,
ECO203,Introduction to Economics and Finance II,Two,Spring-2021,BS AML,,,CESD,
ACC103,Introduction to Accounting II,Two,Spring-2021,BS AML,,,CESD,
STA102,Quantitative Methods II,Two,Spring-2021,BS AML,,,CESD,
COM104,Functional English II,Two,Spring-2021,BS AML,,,CESD,
SSC103,Behavioral Studies,Two,Spring-2021,BS AML,,,CESD,
LAW106,Company Law,Two,Spring-2021,BS AML,,,CESD,
ACC203,Financial Accounting I,Three,Fall-2021,BS AML,,,CESD,
ACC202,Taxation I,Three,Fall-2021,BS AML,,,CESD,
ACC303,Financial Reporting I,Three,Fall-2021,BS AML,,,CESD,
ACC307,Cost and Management Accounting I,Three,Fall-2021,BS AML,,,CESD,
ACC414,Auditing I,Three,Fall-2021,BS AML,,,CESD,
COM105,Business Communication - AML,Three,Fall-2021,BS AML,,,CESD,
ACC308,Cost and Management Accounting II,Four,Spring-2022,BS AML,,,CESD,
ACC304,Financial Accounting II,Four,Spring-2022,BS AML,,,CESD,
ACC306,Financial Reporting II,Four,Spring-2022,BS AML,,,CESD,
ACC416,Auditing II,Four,Spring-2022,BS AML,,,CESD,
MIS416,Information Technology II,Four,Spring-2022,BS AML,,,CESD,
ACC204,Taxation II,Four,Spring-2022,BS AML,,,CESD,
FIN201,Introduction to Business Finance,Five,Fall-2022,BS AML,,,CESD,
LAW202,Banking Laws in Pakistan,Five,Fall-2022,BS AML,,,CESD,
MKT301,Principles of Marketing,Five,Fall-2022,BS AML,,,CESD,
REL101,Islamic Studies,Five,Fall-2022,BS AML,,,CESD,
LAW301,"Intellectual Property, Patents, Copyrights",Five,Fall-2022,BS AML,,,CESD,
MAN101,Principles of Management,Five,Fall-2022,BS AML,,,CESD,
HRM301,Human Resource Management,Six,Spring-2023,BS AML,,,CESD,
FIN202,Financial Management,Six,Spring-2023,BS AML,,,CESD,
SCM400,Introduction to ERP Systems,Six,Spring-2023,BS AML,,,CESD,
SSC401,Business Ethics,Six,Spring-2023,BS AML,,,CESD,
ACC405,Internal Auditing,Six,Spring-2023,BS AML,,,CESD,
ACC501,Advanced Financial Accounting,Six,Spring-2023,BS AML,,,CESD,
,Introduction to concepts of Supply Chain Management,Six,Spring-2023,BS AML,,,CESD,
LAW400,Company Secretarial Practices,Seven,Fall-2023,BS AML,,,CESD,
MAN611,Project Management,Seven,Fall-2023,BS AML,,,CESD,
MKT404,Methods in Business Research,Seven,Fall-2023,BS AML,,,CESD,
ACC520,Managerial Analysis and Decision Making,Seven,Fall-2023,BS AML,,,CESD,
LAW203,Insurance Laws in Pakistan,Seven,Fall-2023,BS AML,,,CESD,
FIN511,Analysis of Financial Statements,Seven,Fall-2023,BS AML,,,CESD,
FIN601,Strategic Financial Analysis and Design,Eight,Spring-2024,BS AML,,,CESD,
LAW407,Statutory Compliance,Eight,Spring-2024,BS AML,,,CESD,
LAW404,Arbitration,Eight,Spring-2024,BS AML,,,CESD,
ACC418,Performance Measurement and Decision Making,Eight,Spring-2024,BS AML,,,CESD,
HRM502,Industrial Relations and Labor Laws,Eight,Spring-2024,BS AML,,,CESD,
ENT403,Small Business and Entrepreneurship,Eight,Spring-2024,BS AML,,,CESD,
,Introduction to a Foreign Language,Eight,Spring-2024,BS AML,,,CESD,
ACC524,Corporate Governance,Eight,Spring-2024,BS AML,,,CESD,
SSC202,Environmental Studies ,Eight,Spring-2024,BS AML,,,CESD,
COM111,Critical Reading & Creative Writing,one,Fall-2020,BS Media Studies,,,CESD,
LAN112,Urdu I,one,Fall-2020,BS Media Studies,,,CESD,
MMM364,Introduction to Mass Communication,one,Fall-2020,BS Media Studies,,,CESD,
SSC101,Introduction to Psychology,one,Fall-2020,BS Media Studies,,,CESD,
SSC104,Principles of Sociology,one,Fall-2020,BS Media Studies,,,CESD,
MMM360,Introduction to Photography,one,Fall-2020,BS Media Studies,,,CESD,
COM112,Appreciation of Literary Text,Two,Spring-2021,BS Media Studies,COM111,,CESD,
LAN113,Urdu II,Two,Spring-2021,BS Media Studies,,,CESD,
REL101,Islamic Studies,Two,Spring-2021,BS Media Studies,,,CESD,
MMM304,Media Literacy,Two,Spring-2021,BS Media Studies,,,CESD,
MMM363,Introduction to Design Tools,Two,Spring-2021,BS Media Studies,,,CESD,
MMM362,History of Filmmaking,Two,Spring-2021,BS Media Studies,,,CESD,
PSC301,Pakistan Studies,Three,Fall-2021,BS Media Studies,,,CESD,
ECO106,Basic Economics,Three,Fall-2021,BS Media Studies,,,CESD,
SSC302,Important Concepts in Philosophy,Three,Fall-2021,BS Media Studies,,,CESD,
STA100,Basic Statistical Methods,Three,Fall-2021,BS Media Studies,,,CESD,
MMM310,News Writing & Reporting,Three,Fall-2021,BS Media Studies,,,CESD,
MMM371,Creative Portfolio Management,Three,Fall-2021,BS Media Studies,,,CESD,
MMM344,Screenplay I,Three,Fall-2021,BS Media Studies,,,CESD,
MAN305,International Relations,Four,Spring-2022,BS Media Studies,,,CESD,
MMM307,World Civilization & Culture,Four,Spring-2022,BS Media Studies,,,CESD,
MMM329,Writing Workshop,Four,Spring-2022,BS Media Studies,,,CESD,
MMM330,Appreciation of Vernacular Literature,Four,Spring-2022,BS Media Studies,,,CESD,
MMM327,Studio Production,Four,Spring-2022,BS Media Studies,,,CESD,
MMM381,Editing & Post-production,Four,Spring-2022,BS Media Studies,,,CESD,
MMM345,Screenplay II ,Four,Spring-2022,BS Media Studies,,,CESD,
MMM302,Logic & Critical Thinking,Five,Fall-2022,BS Media Studies,,,CESD,
LAW405,Media Law & Business Ethics,Five,Fall-2022,BS Media Studies,,,CESD,
MMM322,Current Affairs,Five,Fall-2022,BS Media Studies,,,CESD,
MMM312,Introduction to Advertising & PR,Five,Fall-2022,BS Media Studies,,,CESD,
MMM332,News Production/ News Anchoring,Five,Fall-2022,BS Media Studies,,,CESD,
,Theater Arts,Five,Fall-2022,BS Media Studies,,,CESD,
MMM351,Production Management,Five,Fall-2022,BS Media Studies,,,CESD,
MMM338,Cinematography I,Five,Fall-2022,BS Media Studies,,,CESD,
MMM318,Business Journalism,Six,Spring-2023,BS Media Studies,,,CESD,
MMM308,Contemporary World Media,Six,Spring-2023,BS Media Studies,,,CESD,
MMM328,Methods in Media Research,Six,Spring-2023,BS Media Studies,,,CESD,
MMM316,Sub-Editing & Page-Design,Six,Spring-2023,BS Media Studies,,,CESD,
MMM354,Introduction to Sound Design,Six,Spring-2023,BS Media Studies,,,CESD,
MMM339,Cinematography II ,Six,Spring-2023,BS Media Studies,,,CESD,
MMM370,Introduction to Documentary,Six,Spring-2023,BS Media Studies,,,CESD,
MMM321,Development Communication,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM336,Human Rights & Gender Reporting,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM372,Environmental Journalism,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM333,Sports Journalism,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM368,Director’s Toolkit ,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM356,Ad-Film Production,Seven,Fall-2023,BS Media Studies,,,CESD,
,Filmmaking – The Art & Craft I,Seven,Fall-2023,BS Media Studies,,,CESD,
MMM335,Magazine Production,Eight,Spring-2024,BS Media Studies,,,CESD,
MMM369,Production Design ,Eight,Spring-2024,BS Media Studies,,,CESD,
,Filmmaking – The Art & Craft II (Thesis),Eight,Spring-2024,BS Media Studies,,,CESD,
MMM379,Advanced Documentary Production,Eight,Spring-2024,BS Media Studies,,,CESD,
MMM324,Media Marketing,Eight,Spring-2024,BS Media Studies,,,CESD,
MMM367,Digital Journalism,Eight,Spring-2024,BS Media Studies,,,CESD,
,Photojournalism,Eight,Spring-2024,BS Media Studies,,,CESD,
MMM378,Investigative Journalism (Thesis),Eight,Spring-2024,BS Media Studies,,,CESD,
COM107,Academic English,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
MTH103,Calculus for Business Decisions,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
LAN 10*,Foreign Language I,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
ECO101,Principles of Microeconomics,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
BIR301,Introduction to IR,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
ECO102,Principles of Macroeconomics,one,Fall-2020,"BS ECO, Law & IR",,,CESD,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,"BS ECO, Law & IR",COM107,,CESD,
LAN 20**,Foreign Language II,Two,Spring-2021,"BS ECO, Law & IR",,,CESD,
PSC301,Pakistan Studies,Two,Spring-2021,"BS ECO, Law & IR",,,CESD,
ECO315,Microeconomic Analysis,Two,Spring-2021,"BS ECO, Law & IR",,,CESD,
STA203,Probability Theory & Statistics,Two,Spring-2021,"BS ECO, Law & IR",,,CESD,
BIR302,Political Geography,Two,Spring-2021,"BS ECO, Law & IR",,,CESD,
COM202,Business & Professional Speech ,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
ECO316,Macroeconomic Analysis,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
BIR312,Globalization,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
BIR303,World Politics,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
LAW105,Mercantile Law,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
STA301,Model & Inferences,Three,Fall-2021,"BS ECO, Law & IR",,,CESD,
ECO208,Development Economics,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
ECO206,Mathematical Economics,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
ECO304,Introduction to Econometrics,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
BIR313,History and Practices of Diplomacy,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
BIR314,Confidence Building Measures,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
LAW106,Company Law,Four,Spring-2022,"BS ECO, Law & IR",,,CESD,
ECO301,Managerial Economics,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
ECO207,Game Theory,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
ECO310,History of Economic Thought,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
BIR311,Strategic Studies,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
REL101,Islamic Studies,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
LAW202,Banking Laws in Pakistan,Five,Fall-2022,"BS ECO, Law & IR",,,CESD,
ECO312,Applied Econometrics,Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
ECO311,General Equilibrium and Welfare Economics,Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
ECO314,Contemporary Issues in Macroeconomics,Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
BIR305,"Religion, Culture and International Relations",Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
BIR306,Borders in a Globalized World,Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
LAW301,"Intellectual Property, Patents and Copyrights",Six,Spring-2023,"BS ECO, Law & IR",,,CESD,
ECO402,Pakistan Economic Policy,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
ECO307,Monetary Theory and Policy,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
BIR307,Energy Politics,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
BIR308,Peace Building and Conflict Zones,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
LAW203,Insurance Law in Pakistan,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
LAW400,Company Secretarial Practices,Seven,Fall-2023,"BS ECO, Law & IR",,,CESD,
MAN408,Analysis of Pakistani Industries,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
BIR309,Trade Routes and Economic Corridors,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
LAW407,Statutory Compliance,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
LAW404,Arbitration,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
,Elective I,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
,Elective II ,Eight,Spring-2024,"BS ECO, Law & IR",,,CESD,
COM107,Academic English,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
MTH103,Calculus for Business Decisions,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
MMM360,Introduction to Photography,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
ECO101,Principles of Microeconomics,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
BIR301,Introduction to IR,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
ECO102,Principles of Macroeconomics,one,Fall-2020,"BS ECO, Media & IR",,,CESD,
COM205,Persuasive & Analytical Writing for Business Communication,Two,Spring-2021,"BS ECO, Media & IR",COM107,,CESD,
PSC301,Pak Studies,Two,Spring-2021,"BS ECO, Media & IR",,,CESD,
ECO315,Microeconomic Analysis,Two,Spring-2021,"BS ECO, Media & IR",,,CESD,
STA203,Probability Theory & Statistics,Two,Spring-2021,"BS ECO, Media & IR",,,CESD,
BIR302,Political Geography,Two,Spring-2021,"BS ECO, Media & IR",,,CESD,
,Foreign Language I,Two,Spring-2021,"BS ECO, Media & IR",,,CESD,
COM202,Business & Professional Speech ,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
ECO316,Macroeconomic Analysis,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
BIR312,Globalization,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
,Foreign Language II,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
BIR303,World Politics,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
MMM304,Media Literacy,Three,Fall-2021,"BS ECO, Media & IR",,,CESD,
ECO323,Development Economics,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
ECO206,Mathematical Economics,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
BIR313,History and Practices of Diplomacy,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
BIR314,Confidence Building Measures,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
STA301,Model & Inferences,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
MMM329,Creative Writing Workshop,Four,Spring-2022,"BS ECO, Media & IR",,,CESD,
ECO301,Managerial Economics,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
ECO207,Game Theory,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
BIR311,Strategic Studies,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
MMM310,News Writing and Reporting,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
ECO304,Introduction to Econometrics,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
REL101,Islamic Studies,Five,Fall-2022,"BS ECO, Media & IR",,,CESD,
ECO321,General Equilibrium and Welfare Economics,Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
BIR305,"Religion, Culture and International Relations",Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
BIR306,Borders in a Globalized World,Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
ECO310,History of Economic Thought,Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
ECO314,Contemporary Issues in Macroeconomics,Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
MMM316,Sub-Editing and Page Design,Six,Spring-2023,"BS ECO, Media & IR",,,CESD,
ECO402,Pakistan Economic Policy,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
ECO307,Monetary Theory and Policy,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
BIR307,Energy Politics,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
BIR308,Peace Building and Conflict Zones,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
ECO312,Applied Econometrics,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
MMM318,Business Journalism,Seven,Fall-2023,"BS ECO, Media & IR",,,CESD,
MAN408,Analysis of Pakistani Industries,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
BIR309,Trade Routes and Economic Corridors,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
MMM328,Methods in Media Research,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
MMM367,Digital Journalism,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
,Elective I,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
,Elective II ,Eight,Spring-2024,"BS ECO, Media & IR",,,CESD,
COM100,Foundation English,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
COM107,Academic English,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
ECO101,Principles of Microeconomics,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
MAN101,Principles of Management,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
PSY300,Introduction to Psychology,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
SSC104,Principles of Sociology,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
REL101,Islamic Studies,one,Fall-2020,BS J(H) in Bus PSY,,,CESD,
ACC101,Introduction to Financial Accounting,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
ECO102,Principles of Macroeconomics,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
MKT301,Principles of Marketing,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
PSY301,Research Methods in Org. Psychology,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
PSC301,Pakistan Studies,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
ENT307,Entrepreneurial Leadership & Motivation,Two,Spring-2021,BS J(H) in Bus PSY,,,CESD,
ACC201,Intermediate Financial Accounting,Three,Fall-2021,BS J(H) in Bus PSY,,,CESD,
COM205,Persuasive & Analytical Writing for Business Communication,Three,Fall-2021,BS J(H) in Bus PSY,COM107,,CESD,
PSY302,Writing Business Psychological Research,Three,Fall-2021,BS J(H) in Bus PSY,,,CESD,
PSY305,Contemporary Social Psychology,Three,Fall-2021,BS J(H) in Bus PSY,,,CESD,
SSC301,History of Ideas,Three,Fall-2021,BS J(H) in Bus PSY,,,CESD,
ENT308,Social Advocacy And Community Service,Three,Fall-2021,BS J(H) in Bus PSY,,,CESD,
COM202,Business & Professional Speech ,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
FIN201,Introduction to Business Finance,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
PSY303,Introduction to Psychological Testing,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
PSY309,Developmental Psychology,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
SSC401,Business Ethics,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
MAN302,Organizational Behavior,Four,Spring-2022,BS J(H) in Bus PSY,,,CESD,
,Language I,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
PSY308,Psychological Aspects of Advertising,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
PSY304,Experimental Psychology,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
STA201,Quantitative Business Analysis,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
PSY310,Positive Psychology,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
STA202,Quantitative Skills & Managerial Statistics,Five,Fall-2022,BS J(H) in Bus PSY,,,CESD,
PSY306,Understanding Indiv.: Personal Construct,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
,Language II,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
PSY307,Psychology of Organizational Change,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
PSY311,Consumer Psychology,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
LAW409,Corporate & Business Law,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
FIN202,Financial Management,Six,Spring-2023,BS J(H) in Bus PSY,,,CESD,
,Elective I,Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Elective II,Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Elective III,Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Elective IIV,Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Elective V,Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Capstone (Psychology),Seven,Fall-2023,BS J(H) in Bus PSY,,,CESD,
,Elective VI,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
,Elective VII,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
,Elective VIII,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
,Elective IX,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
,Elective X,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
,Internship,Eight,Spring-2024,BS J(H) in Bus PSY,,,CESD,
COM101,General English,one,Fall-2020,B.Ed 4Year,,,CESD,
REL101,Islamic Studies,one,Fall-2020,B.Ed 4Year,,,CESD,
SSC101,Introduction to Psychology,one,Fall-2020,B.Ed 4Year,,,CESD,
LAN112,Urdu I,one,Fall-2020,B.Ed 4Year,,,CESD,
BED101,General Science,one,Fall-2020,B.Ed 4Year,,,CESD,
BSE103,General Methods and Principles of Teaching,one,Fall-2020,B.Ed 4Year,,,CESD,
COM107,Academic English,Two,Spring-2021,B.Ed 4Year,COM101,,CESD,
BED110,Intro. to Information and Communication Technology,Two,Spring-2021,B.Ed 4Year,,,CESD,
BSE105,Classroom Management,Two,Spring-2021,B.Ed 4Year,,,CESD,
BSE107,General Mathematics,Two,Spring-2021,B.Ed 4Year,,,CESD,
PSC301,Pakistan Studies,Two,Spring-2021,B.Ed 4Year,,,CESD,
SED102,Philosophy of Education and its Psychological Roots,Two,Spring-2021,B.Ed 4Year,,,CESD,
BSE201,Teaching of General Science,Three,Fall-2021,B.Ed 4Year,,,CESD,
BSE203,Foundation of Education,Three,Fall-2021,B.Ed 4Year,,,CESD,
SEM102,Social Enterprise in Education: HRM,Three,Fall-2021,B.Ed 4Year,,,CESD,
SEM103,Ethical Leadership: Islamic Perspective,Three,Fall-2021,B.Ed 4Year,,,CESD,
BSE205,Early Childhood Education,Three,Fall-2021,B.Ed 4Year,,,CESD,
BSE250,Teaching Practicum – I,Three,Fall-2021,B.Ed 4Year,,,CESD,
BSE207,Classroom Assessment,Four,Spring-2022,B.Ed 4Year,,,CESD,
BSE209,Teaching of English,Four,Spring-2022,B.Ed 4Year,,,CESD,
BSE211,Teaching of Mathematics,Four,Spring-2022,B.Ed 4Year,,,CESD,
BSE213,"School, Community and Teacher",Four,Spring-2022,B.Ed 4Year,,,CESD,
EDM403,Critical Thinking and Reading,Four,Spring-2022,B.Ed 4Year,,,CESD,
BSE255,Teaching Practicum II,Four,Spring-2022,B.Ed 4Year,,,CESD,
COM119,Communication Skills,Five,Fall-2022,B.Ed 4Year,COM107,,CESD,
EDM422,Learners and Learning Styles,Five,Fall-2022,B.Ed 4Year,,,CESD,
EDM423,Reflective Inquiry in Education,Five,Fall-2022,B.Ed 4Year,,,CESD,
EDM414,Creativity in Education,Five,Fall-2022,B.Ed 4Year,,,CESD,
BSE301,Curriculum Development,Five,Fall-2022,B.Ed 4Year,,,CESD,
EDM417,Educational Counseling,Five,Fall-2022,B.Ed 4Year,,,CESD,
BSE303,Contemporary Issues and Trends in Education,Six,Spring-2023,B.Ed 4Year,,,CESD,
EDM421,Sociology of Education,Six,Spring-2023,B.Ed 4Year,,,CESD,
BSE350,Teaching Practicum III,Six,Spring-2023,B.Ed 4Year,,,CESD,
EDM419,Managing Teaching and Learning,Six,Spring-2023,B.Ed 4Year,,,CESD,
EDM406,Educational Policy and Economics,Six,Spring-2023,B.Ed 4Year,,,CESD,
EDM429,Research Methods in Education I (Quantitative),Six,Spring-2023,B.Ed 4Year,,,CESD,
BSE401,School Management,Seven,Fall-2023,B.Ed 4Year,,,CESD,
,Elective I,Seven,Fall-2023,B.Ed 4Year,,,CESD,
,Elective II,Seven,Fall-2023,B.Ed 4Year,,,CESD,
EDM427,Research Methods in Education II (Qualitative),Seven,Fall-2023,B.Ed 4Year,,,CESD,
BSE450,Teaching Practicum – IV,Seven,Fall-2023,B.Ed 4Year,,,CESD,
BSE501,Thesis Writing-Capstone Project I,Seven,Fall-2023,B.Ed 4Year,,,CESD,
BSE403,Gender Studies,Eight,Spring-2024,B.Ed 4Year,,,CESD,
BSE407,Innovations and Technology in Education,Eight,Spring-2024,B.Ed 4Year,,,CESD,
BSE405,Inclusive Education,Eight,Spring-2024,B.Ed 4Year,,,CESD,
EDM416,Comparative Education System,Eight,Spring-2024,B.Ed 4Year,,,CESD,
BSE422,Lifelong Learning in Changing Contexts,Eight,Spring-2024,B.Ed 4Year,,,CESD,
BSE503,Thesis Writing-Capstone Project II,Eight,Spring-2024,B.Ed 4Year,,,CESD,
ACC401 ,Introduction to Managerial and Cost Accounting,,,MBA 14 year Required Courses,,,CESD,
ACC419 ,Financial Accounting,,,MBA 14 year Required Courses,,,CESD,
COM402 ,Business Communication,,,MBA 14 year Required Courses,,,CESD,
FIN408 ,Theory and Practice of Financial Management ,,,MBA 14 year Required Courses,,,CESD,
FIN601,Strategic Financial Analysis and Design,,,MBA 14 year Required Courses,,,CESD,
ECO405 ,Seminar in Economic Policy,,,MBA 14 year Required Courses,,,CESD,
ECO409 ,Business Economics,,,MBA 14 year Required Courses,,,CESD,
MAN418 ,Management and Organizational Dynamics,,,MBA 14 year Required Courses,,,CESD,
MAN604 ,Emerging Organizational Models for Dynamic Change,,,MBA 14 year Required Courses,,,CESD,
MAN606 ,Business Analytics for Decision Making,,,MBA 14 year Required Courses,,,CESD,
MAN608 ,"Technology, Operations and Innovation",,,MBA 14 year Required Courses,,,CESD,
MAN612 ,Strategic Management,,,MBA 14 year Required Courses,,,CESD,
LAW409 ,Corporate and Business Law,,,MBA 14 year Required Courses,,,CESD,
HRM606,"Leadership, Ethics and Change",,,MBA 14 year Required Courses,,,CESD,
HRM410 ,Managing Human Capital,,,MBA 14 year Required Courses,,,CESD,
MKT402 ,Marketing Management,,,MBA 14 year Required Courses,,,CESD,
MKT403 ,Sales Management,,,MBA 14 year Required Courses,,,CESD,
MKT404 ,Methods in Business Research,,,MBA 14 year Required Courses,,,CESD,
MKT509 ,Consumer Behavior,,,MBA 14 year Required Courses,,,CESD,
MKT610,Marketing Strategies and Value Innovation,,,MBA 14 year Required Courses,,,CESD,
MIS526 ,Introduction to Enterprise Resource Planning Systems,,,MBA 14 year Required Courses,,,CESD,
STA403 ,Statistics and Mathematics,,,MBA 14 year Required Courses,,,CESD,
STA404 ,Statistical Inference ,,,MBA 14 year Required Courses,,,CESD,
SSC401 ,Business Ethics,,,MBA 14 year Required Courses,,,CESD,
